origin,crs_dep_hour,crs_dep_time,mean_hourly_origin_delay
AEX,16,1620.9589285714285,13.769642857142857
AEX,17,1737.9810126582279,14.35974643423138
AEX,18,1822.621212121212,10.803030303030303
AEX,19,1945.0,35.833333333333336
AEX,20,2013.5,-17.5
AGS,5,539.0703363914373,1.870408163265306
AGS,6,623.2987341772152,2.5443037974683542
AGS,7,710.7348484848485,4.079089924160347
AGS,8,817.5077639751553,5.130434782608695
AGS,9,925.3644688644689,0.2967032967032967
AGS,10,1025.0412186379929,2.4946236559139785
AGS,11,1121.34163208852,6.065006915629322
AGS,12,1239.7969348659003,4.29923273657289
AGS,13,1309.627078384798,9.43230403800475
AGS,14,1434.3346613545816,10.436254980079681
AGS,15,1525.953781512605,8.109396914446004
AGS,16,1622.043673012318,11.773796192609183
AGS,17,1732.8178528347407,11.360675512665862
AGS,18,1824.068376068376,12.427350427350428
AGS,19,1927.5896328293736,15.194594594594594
AGS,20,2003.0727272727272,19.472727272727273
AGS,21,2150.818181818182,11.272727272727273
AGS,22,2200.0,14.0
AGS,23,2328.0,-19.0
AKN,17,1746.9268292682927,-0.5609756097560976
ALB,5,534.8944392082941,-6.345900094250707
ALB,6,612.7331118493909,-2.9060908084163897
ALB,7,723.8964788732394,3.2366197183098593
ALB,8,818.8817998656816,-1.9744795164539959
ALB,9,934.6012738853503,3.462845010615711
ALB,10,1029.4197218710492,3.670670037926675
ALB,11,1129.9778481012659,2.209764918625678
ALB,12,1232.5774234158623,1.5035669324381031
ALB,13,1322.1531400966182,6.8
ALB,14,1433.8892011240466,7.334002408671217
ALB,15,1527.493388429752,18.212396694214878
ALB,16,1629.4149000605694,10.329497274379165
ALB,17,1726.4691054411312,12.69412849677221
ALB,18,1828.447716602646,10.936406316688007
ALB,19,1927.8059836808704,6.6382592928377155
ALB,20,2025.7627118644068,11.11864406779661
ALB,21,2140.6666666666665,8.933333333333334
ALB,22,2218.3333333333335,-10.666666666666666
ALO,5,556.9565217391304,10.934782608695652
ALO,6,617.5771604938271,9.21141975308642
ALO,7,716.0,-13.0
ALO,8,857.0,-28.0
ALO,9,930.3333333333334,-17.0
ALO,13,1312.463054187192,7.980295566502463
ALO,14,1455.0,25.384615384615383
ALW,5,503.2879656160458,-2.8868194842406876
ALW,11,1146.2128851540617,14.994397759103641
ALW,13,1330.8526011560693,11.361271676300579
ALW,18,1859.0,3.5214285714285714
ALW,19,1915.0956937799042,8.464114832535886
AMA,5,513.4276795005203,2.802289281997919
AMA,6,625.6786632390746,-0.3740359897172236
AMA,7,705.1637168141593,6.769911504424779
AMA,8,818.0072463768116,4.663949275362318
AMA,9,906.8090277777778,3.0902777777777777
AMA,10,1026.889423076923,-0.6288461538461538
AMA,11,1141.1651612903227,6.627096774193548
AMA,12,1226.5273631840796,5.099502487562189
AMA,13,1339.7,3.13
AMA,14,1423.306074766355,7.542056074766355
AMA,15,1526.924778761062,1.1902654867256637
AMA,16,1627.1960227272727,11.917613636363637
AMA,17,1710.516403402187,8.976913730255164
AMA,18,1819.0961945031713,5.994714587737843
AMA,19,1923.0487804878048,7.252032520325203
AMA,20,2016.1538461538462,20.384615384615383
AMA,21,2124.75,206.5
ANC,0,42.63910076274588,-10.312324367723805
ANC,1,133.10739614994935,-6.226950354609929
ANC,2,217.3582089552239,-10.303482587064677
ANC,4,441.37254901960785,-1.2647058823529411
ANC,5,507.8440779610195,-6.24287856071964
ANC,6,607.4530310041647,-3.7410920869967605
ANC,7,728.1958310477236,-2.7015907844212834
ANC,8,804.4151747655584,-4.231884057971015
ANC,9,939.2751388032079,4.859346082665022
ANC,10,1021.7151923839746,-5.35739785799286
ANC,11,1125.3007478632478,-1.6223290598290598
ANC,12,1223.2698706099816,-4.304990757855823
ANC,13,1326.5540355677153,-1.0656634746922025
ANC,14,1431.0548387096774,-0.932258064516129
ANC,15,1523.4821306624174,1.293193717277487
ANC,16,1621.3789353176874,-3.5649685174585004
ANC,17,1745.1841046277666,-3.1921529175050303
ANC,18,1834.7057538237436,-3.750182083029862
ANC,19,1938.9750271444082,-5.391965255157437
ANC,20,2017.1845333333333,7.412266666666667
ANC,21,2144.6566227244193,-8.350910232266164
ANC,22,2225.8614457831327,-3.7228915662650603
ANC,23,2329.395024875622,-6.477611940298507
APN,5,511.69734151329243,11.07361963190184
APN,10,1015.0,-2.0
APN,13,1348.402376910017,9.687606112054329
APN,14,1400.4396551724137,6.724137931034483
ART,5,549.5826771653543,-4.606299212598425
ART,6,604.1077441077441,-4.976430976430977
ART,7,740.3218390804598,-1.7586206896551724
ART,8,821.0,-12.75
ART,10,1041.0,-4.333333333333333
ART,11,1134.3602484472049,7.900621118012422
ART,12,1226.201754385965,2.1842105263157894
ART,13,1300.438775510204,9.724489795918368
ART,14,1432.5,13.0
ART,15,1500.0,7.0
ART,17,1754.0,17.272727272727273
ASE,7,722.6180108857002,13.363681345868383
ASE,8,820.3271028037383,11.355140186915888
ASE,9,921.3534303534303,17.70997920997921
ASE,10,1040.5139911634758,18.67157584683358
ASE,11,1125.0096256684492,8.91764705882353
ASE,12,1226.9317673378075,19.420022371364652
ASE,13,1320.8415022278803,13.408020369191597
ASE,14,1422.766475644699,23.17621776504298
ASE,15,1527.1187648456057,23.23871733966746
ASE,16,1625.6784037558687,15.497652582159624
ASE,17,1713.3018575851393,17.809597523219814
ASE,18,1833.140306122449,24.584183673469386
ASE,19,1941.9375,5.03125
ASE,20,2012.164705882353,4.605882352941176
ATL,0,38.333333333333336,9.333333333333334
ATL,1,112.5,-16.0
ATL,2,222.5,-24.5
ATL,3,325.0,73.0
ATL,5,535.2727272727273,-3.3433088650479954
ATL,6,622.5495302013422,-3.767181208053691
ATL,7,726.5353226319136,-2.088271531338182
ATL,8,829.7207852115082,-2.939174288400718
ATL,9,931.5703593859037,-1.8302548882681564
ATL,10,1030.3121509225157,-1.6398691566139947
ATL,11,1124.1912816651427,-0.16293585880327163
ATL,12,1225.609636227063,0.4231050032209577
ATL,13,1336.3717701894823,0.9972216025472024
ATL,14,1430.7722650078988,2.552496419576275
ATL,15,1523.8030579445747,4.526679996522646
ATL,16,1630.458293421953,5.630574245032077
ATL,17,1732.6320405334789,6.651293358185207
ATL,18,1826.5034910783554,8.038488675650886
ATL,19,1931.800667813417,7.1405867764412125
ATL,20,2025.2343332570033,9.429622089324342
ATL,21,2128.4978399800066,5.620955068219159
ATL,22,2230.098424065601,5.389606368863335
ATL,23,2334.184148606811,8.838102316363186
ATW,5,537.5464907018596,-1.414517096580684
ATW,6,628.5017148456639,6.455392156862745
ATW,7,721.0673515981736,9.728310502283104
ATW,8,832.2854838709677,14.124193548387098
ATW,9,924.9526315789474,9.51842105263158
ATW,10,1048.1634103019537,12.257548845470692
ATW,11,1141.26814911707,7.863963374754742
ATW,12,1220.3886792452831,-1.4188679245283018
ATW,13,1316.182548794489,8.404133180252582
ATW,14,1435.9722772277228,0.11089108910891089
ATW,15,1530.8300835654595,8.484679665738161
ATW,16,1650.1989130434783,4.585869565217391
ATW,17,1718.8056648308418,9.171000788022065
ATW,18,1809.1284403669724,10.473394495412844
ATW,19,1904.7757009345794,15.962616822429906
ATW,20,2024.8181818181818,9.931818181818182
ATW,21,2123.8,-1.4
ATY,6,624.0,12.296
ATY,8,831.0,6.666666666666667
ATY,12,1244.646017699115,21.95575221238938
ATY,13,1338.0,-20.0
ATY,16,1645.084745762712,11.135593220338983
AUS,0,33.0,8.0
AUS,1,125.57142857142857,-20.285714285714285
AUS,5,532.4856092101055,-3.039814518708027
AUS,6,621.6861032420522,-2.376219704123387
AUS,7,719.6579872659888,-0.7030982702908193
AUS,8,824.225464538079,0.49437320073279245
AUS,9,927.7384537303333,-1.6124175266452376
AUS,10,1029.253531824396,0.8146741607169983
AUS,11,1130.460193088009,7.396836506159015
AUS,12,1227.145251396648,6.160399656209712
AUS,13,1326.8666035950805,6.2290850114880385
AUS,14,1428.466301703163,7.0355231143552315
AUS,15,1529.3158128516434,8.753627480011845
AUS,16,1629.0756803777806,9.828383248415559
AUS,17,1728.7577233840304,8.08662072243346
AUS,18,1828.513853626228,10.531957169665526
AUS,19,1929.8030569457594,10.168267279859327
AUS,20,2024.647961751384,12.393809763462507
AUS,21,2122.843092231152,11.01454267125909
AUS,22,2219.071340713407,13.339483394833948
AUS,23,2357.5,-2.4166666666666665
AVL,5,541.6994535519126,2.091157702825889
AVL,6,612.7730109204368,1.5585023400936038
AVL,7,718.376251788269,-3.2655205348615093
AVL,8,817.0200501253133,4.2556390977443606
AVL,9,921.3563734290843,1.8258527827648114
AVL,10,1017.6516587677725,1.893987341772152
AVL,11,1124.5760065735415,3.3886606409202957
AVL,12,1235.903746770026,6.4650711513583445
AVL,13,1323.0984162895927,10.96606334841629
AVL,14,1434.6366959064328,7.003654970760234
AVL,15,1533.5264937993236,8.898534385569334
AVL,16,1624.4942408376962,17.49109947643979
AVL,17,1732.4871488344293,29.031679617453676
AVL,18,1823.7138047138046,18.697752808988763
AVL,19,1929.5437553101106,6.08078231292517
AVL,20,2019.2272727272727,11.727272727272727
AVL,21,2129.755656108597,15.389140271493213
AVL,22,2210.8,-10.8
AVP,5,541.9081761006289,-3.2830188679245285
AVP,6,609.5374703289251,1.3615071283095723
AVP,7,728.104938271605,4.051440329218107
AVP,8,806.2416356877324,-4.4758364312267656
AVP,9,934.4761904761905,-1.5733333333333333
AVP,10,1016.0117647058823,-7.317647058823529
AVP,11,1136.8665297741272,3.4979423868312756
AVP,12,1233.7094339622643,-2.920754716981132
AVP,13,1325.0427927927929,2.768018018018018
AVP,14,1425.7029096477795,-3.1807044410413474
AVP,15,1509.4895591647332,9.582366589327146
AVP,16,1643.7120181405896,16.090702947845806
AVP,17,1727.2996941896024,12.35195103289977
AVP,18,1835.3344867358708,21.951557093425606
AVP,19,1916.2677824267782,6.585774058577406
AVP,20,2046.0,2.0
AVP,21,2115.5,13.0
AVP,22,2206.0,21.333333333333332
AZA,6,626.6498039215686,-1.6254901960784314
AZA,7,716.3460393091126,-1.4842167957117332
AZA,8,815.2796610169491,4.088983050847458
AZA,9,923.813492063492,2.5436507936507935
AZA,10,1033.5415019762845,5.134387351778656
AZA,11,1131.6561679790027,6.467191601049869
AZA,12,1229.7625368731563,13.150442477876107
AZA,13,1330.9090038314175,8.264367816091953
AZA,14,1427.6888504753674,7.186689714779602
AZA,15,1526.1801310043668,7.099344978165939
AZA,16,1628.9782608695652,16.68896321070234
AZA,17,1733.4845173041895,18.418943533697632
AZA,18,1827.3133333333333,15.383333333333333
AZA,19,1925.4925373134329,10.552238805970148
AZA,20,2029.968085106383,22.925531914893618
AZA,21,2130.3846153846152,11.333333333333334
AZA,22,2200.0,38.0
AZA,23,2329.5,10.5
AZO,5,528.5135658914729,7.341085271317829
AZO,6,617.9652366863905,-1.455621301775148
AZO,7,708.6706056129985,-0.9556868537666174
AZO,8,816.019801980198,-4.378712871287129
AZO,9,953.7857142857143,7.388392857142857
AZO,10,1022.4080560420315,-1.884413309982487
AZO,11,1105.2582524271845,1.3980582524271845
AZO,12,1200.0,1.8888888888888888
AZO,13,1351.9132762312634,5.022483940042827
AZO,14,1420.1626898047723,13.084598698481562
AZO,15,1544.5487804878048,5.536585365853658
AZO,16,1615.931693989071,4.868852459016393
AZO,17,1749.323076923077,-2.313846153846154
AZO,18,1817.4544303797468,12.50126582278481
AZO,19,1905.2023529411765,7.868235294117647
AZO,20,2041.5,66.0
AZO,22,2208.0,14.5
BDL,5,534.1374249499667,-5.848232154769846
BDL,6,613.454163577959,-3.8305734058329213
BDL,7,722.5738864461862,-2.886828522271076
BDL,8,820.2968655816757,-1.3911995177817962
BDL,9,925.8415629025333,-4.017174753112924
BDL,10,1028.0680061823803,-0.9799072642967542
BDL,11,1129.8585170340682,-2.8128256513026053
BDL,12,1234.9423692636074,-2.639985770188545
BDL,13,1319.1622283440465,4.205081114172024
BDL,14,1430.9569583931134,6.414921090387375
BDL,15,1528.7238428626993,7.675759937646142
BDL,16,1631.302564102564,9.067094017094018
BDL,17,1724.2204578263559,8.605073210971334
BDL,18,1826.3069690265486,10.832134955752212
BDL,19,1930.575850132356,11.209122378334351
BDL,20,2021.9008567931457,15.020807833537331
BDL,21,2123.9624664879357,18.32171581769437
BDL,22,2222.5423728813557,32.655367231638415
BET,8,807.7475247524752,-9.351485148514852
BET,12,1237.6122778675283,0.4281098546042003
BET,13,1308.75,-4.5
BET,20,2053.248987854251,-0.10931174089068826
BET,21,2110.138248847926,-3.327188940092166
BFF,6,601.6413373860182,0.6398176291793313
BFF,7,730.0,-2.0
BFF,14,1451.0389610389611,-1.6493506493506493
BFF,15,1523.0,31.96
BFF,16,1620.986559139785,6.346774193548387
BFF,17,1705.0,5.375
BFL,5,535.9854771784233,-5.203319502074689
BFL,6,613.911332633788,-4.3520461699895066
BFL,7,717.6,-7.266666666666667
BFL,10,1007.0,-16.5
BFL,11,1131.8381742738588,17.738589211618258
BFL,12,1219.0558035714287,6.589285714285714
BFL,13,1329.0079365079366,10.706349206349206
BFL,14,1447.0,-2.7083333333333335
BFL,15,1524.3980582524273,11.611650485436893
BFL,16,1623.4260869565217,7.834782608695652
BFL,19,1920.7362110311751,-4.815347721822542
BFL,20,2059.0,-13.5
BFM,10,1054.2941176470588,-11.294117647058824
BFM,11,1111.0,45.42857142857143
BFM,12,1243.0,-9.384615384615385
BFM,13,1328.655172413793,14.0
BFM,14,1433.0,-23.5
BFM,15,1524.0,-15.666666666666666
BFM,18,1847.9555555555555,9.422222222222222
BFM,19,1904.2058823529412,26.323529411764707
BGM,5,548.4271844660194,28.184466019417474
BGM,6,600.0409356725146,7.750487329434698
BGM,8,830.0,45.42857142857143
BGM,9,916.7977528089888,1.9325842696629214
BGM,10,1000.0,-8.5
BGM,12,1244.9954954954956,0.9369369369369369
BGM,13,1306.5945945945946,4.5027027027027025
BGM,16,1647.0,-12.4
BGM,17,1741.5280464216635,11.313346228239846
BGM,18,1801.0,4.818181818181818
BGR,5,534.8100511073254,-2.5681431005110733
BGR,6,605.4446927374302,-1.383668903803132
BGR,7,731.0824847250509,-0.2280163599182004
BGR,8,833.3453237410072,-7.521739130434782
BGR,9,922.6464646464647,-8.141414141414142
BGR,10,1024.424715909091,-4.4914772727272725
BGR,11,1132.974820143885,6.116906474820144
BGR,12,1230.0198643410852,13.80873786407767
BGR,13,1325.0,14.404597701149426
BGR,14,1437.3488624052004,18.32827735644637
BGR,15,1528.9004237288136,15.800424628450106
BGR,16,1631.4355909694555,10.51935914552737
BGR,17,1724.376573088093,12.564375605033883
BGR,18,1824.5867924528302,11.684905660377359
BGR,19,1918.2246376811595,10.992753623188406
BGR,20,2014.7916666666667,35.5
BHM,5,532.3638565891473,-2.731589147286822
BHM,6,617.0504269373288,-0.3602063850370848
BHM,7,720.1810055865922,2.829359165424739
BHM,8,817.7326943556975,-1.5034629728289823
BHM,9,925.2359603586598,2.192162417374882
BHM,10,1032.025390625,1.976171875
BHM,11,1125.2740873728305,1.5766008378216636
BHM,12,1240.170902716915,8.63453111305872
BHM,13,1330.2177121771217,6.980934809348094
BHM,14,1435.2558441558442,11.577922077922079
BHM,15,1520.7058157099698,12.371978851963746
BHM,16,1640.1387031113695,15.36173306193661
BHM,17,1727.4916371008617,14.19614799797263
BHM,18,1827.847180109157,14.027289266221953
BHM,19,1923.559511698881,9.097660223804679
BHM,20,2014.7217391304348,9.695652173913043
BHM,21,2115.85,14.95
BHM,22,2218.75,227.5
BIL,5,534.8730158730159,1.4730158730158731
BIL,6,615.8964662120272,-3.4792312461252326
BIL,7,722.8179959100205,-3.962167689161554
BIL,8,832.3947368421053,9.859649122807017
BIL,9,943.5364238410596,11.317880794701987
BIL,10,1028.368804664723,0.12244897959183673
BIL,11,1136.8371710526317,3.0740131578947367
BIL,12,1205.3560209424083,1.9267015706806283
BIL,13,1325.3680037313434,-0.5200559701492538
BIL,14,1434.962962962963,2.6790123456790123
BIL,15,1530.3290246768508,-0.7391304347826086
BIL,16,1629.358851674641,7.6650717703349285
BIL,17,1743.3495346432264,5.489141675284385
BIL,18,1820.3811764705883,8.668235294117647
BIL,19,1933.4672897196263,10.13785046728972
BIL,20,2026.9371584699454,5.907103825136612
BIL,21,2135.4156626506024,29.52409638554217
BIL,22,2203.8333333333335,-0.75
BIS,5,514.8739495798319,6.088835534213685
BIS,6,622.0542205791744,5.311152187307456
BIS,7,733.0226537216829,7.116504854368932
BIS,8,814.128,4.164
BIS,9,910.9432432432433,-4.643243243243243
BIS,10,1046.0094339622642,4.919811320754717
BIS,11,1128.2145922746781,-0.3648068669527897
BIS,12,1241.140105078809,16.392294220665498
BIS,13,1325.9863117870723,6.417047184170472
BIS,14,1426.8823529411766,6.127222982216142
BIS,15,1522.2363315696648,9.028218694885362
BIS,16,1626.112745098039,2.7573529411764706
BIS,17,1717.5430379746836,6.4481012658227845
BIS,18,1825.046511627907,26.6046511627907
BIS,19,1929.9912280701753,14.421052631578947
BIS,20,2027.1031746031747,11.515873015873016
BIS,21,2126.4556962025317,8.08860759493671
BIS,22,2208.0,16.0
BJI,5,506.87861271676303,3.1141618497109826
BJI,6,648.1818181818181,11.727272727272727
BJI,7,708.5,8.4
BJI,8,800.0,-18.142857142857142
BJI,10,1045.0,-1.0
BJI,12,1248.0660146699267,0.1882640586797066
BJI,13,1307.9333333333334,1.2253968253968255
BJI,15,1539.6666666666667,0.6666666666666666
BJI,17,1750.0,-15.0
BJI,19,1920.0,-24.571428571428573
BKG,10,1035.0,33.0
BKG,11,1159.0,-14.0
BKG,13,1325.0666666666666,6.5
BKG,14,1424.2682926829268,4.7317073170731705
BKG,15,1550.7692307692307,-8.0
BKG,16,1650.4423076923076,13.98076923076923
BKG,17,1739.2,3.6
BKG,18,1834.55,42.3
BKG,19,1932.6060606060605,11.424242424242424
BKG,20,2058.0,23.333333333333332
BKG,21,2124.825,1.875
BLI,5,504.55668604651163,-5.113372093023256
BLI,6,603.5980392156863,2.43921568627451
BLI,7,712.1325051759834,-3.567287784679089
BLI,8,811.6212268743915,-2.961051606621227
BLI,9,928.7364185110664,3.1267605633802815
BLI,10,1020.3431952662722,1.532544378698225
BLI,11,1137.1826484018266,8.356164383561644
BLI,12,1233.1937984496124,4.922480620155039
BLI,13,1333.919191919192,-2.202020202020202
BLI,14,1434.7395833333333,-4.700520833333333
BLI,15,1536.4152719665271,3.6453974895397487
BLI,16,1611.3076923076924,4.873626373626373
BLI,17,1725.475806451613,3.024193548387097
BLI,18,1835.1391304347826,16.930434782608696
BLI,19,1940.6728187919464,11.151006711409396
BLI,20,2029.9066666666668,4.8133333333333335
BLI,21,2111.0,-6.0
BLV,7,755.0,-5.166666666666667
BLV,8,832.3333333333334,23.012345679012345
BLV,9,926.8468085106383,12.65531914893617
BLV,10,1023.9148936170212,13.047872340425531
BLV,11,1127.327868852459,6.409836065573771
BLV,12,1229.5714285714287,3.5714285714285716
BLV,13,1322.3970588235295,1.8823529411764706
BLV,14,1437.013888888889,17.75925925925926
BLV,15,1522.3819095477386,30.100502512562816
BLV,16,1629.7051282051282,28.935897435897434
BLV,17,1719.25,21.757575757575758
BLV,18,1824.2830188679245,21.92452830188679
BLV,19,1934.212962962963,23.703703703703702
BLV,20,2019.3362068965516,21.44396551724138
BLV,21,2125.637931034483,15.948275862068966
BLV,22,2235.0,-14.0
BLV,23,2324.0,-5.0
BMI,5,554.5185185185185,6.074074074074074
BMI,6,613.211027910143,2.4262295081967213
BMI,7,716.0834597875569,7.282245827010622
BMI,8,833.9035532994924,12.604060913705585
BMI,9,927.6268656716418,7.425373134328358
BMI,10,1008.1118598382749,6.247978436657682
BMI,11,1138.5052264808362,9.473867595818815
BMI,12,1200.0,5.0
BMI,13,1321.6153846153845,1.2307692307692308
BMI,14,1417.7489361702128,-5.56595744680851
BMI,15,1520.7824897400822,11.589603283173735
BMI,16,1633.7186629526461,4.105849582172702
BMI,17,1723.5644891122279,13.570469798657719
BMI,18,1821.1258741258741,19.76923076923077
BMI,19,1949.474358974359,0.3333333333333333
BMI,20,2006.6046511627908,-7.511627906976744
BNA,5,533.745572154628,-5.85584475589096
BNA,6,621.4447798158037,-2.462038541908521
BNA,7,726.484925259691,-0.9254285955578077
BNA,8,824.4701932673986,0.23890754015062154
BNA,9,931.4202600318024,-1.5451314189505192
BNA,10,1025.3926836829596,1.456989247311828
BNA,11,1125.4974982130093,3.8068007760645357
BNA,12,1228.7441376439572,2.4575988896599585
BNA,13,1328.7046606502659,9.503894177277784
BNA,14,1427.6904840666004,5.797109443954104
BNA,15,1528.834204208445,9.607571690916796
BNA,16,1629.8552298608183,11.383568867327568
BNA,17,1726.0654743227697,14.441677999790773
BNA,18,1833.7472432639754,15.364978902953586
BNA,19,1927.8996088657107,11.68193671766342
BNA,20,2027.3797647058823,11.471058823529411
BNA,21,2133.797252565376,7.648129758358159
BNA,22,2216.664861612515,10.327316486161251
BOI,0,35.0,-4.5
BOI,5,529.6478873239437,-3.7131882202304736
BOI,6,620.1365779723812,-5.252778713371505
BOI,7,725.8114023236963,-2.2166981896784654
BOI,8,822.3984992902049,2.102007706347597
BOI,9,923.9707938092861,-1.8846729905142288
