dest,crs_arr_hour,crs_arr_time,mean_hourly_dest_delay
AEX,10,1012.2873900293255,-3.2029411764705884
AEX,11,1132.3465608465608,1.6349206349206349
AEX,12,1224.0285714285715,-7.171428571428572
AEX,13,1350.6767955801106,6.030386740331492
AEX,14,1429.248538011696,3.9529411764705884
AEX,15,1537.2562111801242,-0.9518633540372671
AEX,16,1606.7424242424242,5.9375
AEX,17,1716.6835443037974,9.544303797468354
AEX,18,1845.142857142857,24.857142857142858
AEX,19,1947.9565217391305,-9.130434782608695
AEX,20,2040.1887201735358,20.947939262472886
AEX,21,2140.5498721227623,3.465473145780051
AEX,22,2210.341784989858,3.9310344827586206
AEX,23,2336.9761904761904,-1.6984126984126984
AGS,0,28.65072765072765,4.201663201663202
AGS,1,130.9090909090909,-10.727272727272727
AGS,6,655.0,0.0
AGS,8,845.2053571428571,3.3035714285714284
AGS,9,938.2050847457627,2.0016949152542374
AGS,10,1036.5023547880692,4.114599686028257
AGS,11,1138.1666666666667,4.833333333333333
AGS,12,1224.6035928143713,5.5155875299760195
AGS,13,1338.6637554585152,9.423580786026202
AGS,14,1430.9146634615386,1.985524728588661
AGS,15,1537.7624309392265,10.116022099447514
AGS,16,1627.7589984350548,3.1987480438184663
AGS,17,1726.0487394957984,13.186554621848739
AGS,18,1846.8089005235602,5.84251968503937
AGS,19,1917.092803030303,16.90530303030303
AGS,20,2033.3935309973047,1.7776280323450135
AGS,21,2123.4966216216217,17.31418918918919
AGS,22,2226.679060665362,7.224409448818897
AGS,23,2326.2254545454543,6.587878787878788
AKN,16,1646.6854838709678,-2.161290322580645
ALB,0,18.400993171942893,9.19925512104283
ALB,1,119.52173913043478,10.0
ALB,3,331.0,177.0
ALB,7,740.5,-8.15
ALB,8,848.3291139240506,-0.5985533453887885
ALB,9,922.5124927367809,-0.4264962231260895
ALB,10,1029.7311320754718,-3.280922431865828
ALB,11,1129.6812050359713,0.5321637426900585
ALB,12,1226.4526236315592,0.8576821442053605
ALB,13,1333.2053964757708,4.456497797356828
ALB,14,1421.2521432173476,3.7528996469994955
ALB,15,1535.4980670103093,5.675257731958763
ALB,16,1633.5959422283356,9.058803301237964
ALB,17,1726.6551973922492,8.732705541470482
ALB,18,1828.801923076923,18.321634615384614
ALB,19,1931.3627002288329,18.480549199084667
ALB,20,2031.2290268456377,28.38422818791946
ALB,21,2131.385152838428,18.074235807860262
ALB,22,2233.9325988334413,15.748541801685029
ALB,23,2336.390819846113,11.383921464579464
ALO,9,927.0,-6.0
ALO,12,1243.9686346863468,4.6900369003690034
ALO,13,1301.2444444444445,4.777777777777778
ALO,14,1430.0,15.285714285714286
ALO,15,1526.0,2.0
ALO,17,1752.0,-8.0
ALO,18,1815.6666666666667,21.0
ALO,19,1949.0,-4.0
ALO,21,2146.2006172839506,10.126543209876543
ALO,22,2205.0,4.0588235294117645
ALW,10,1055.7386363636363,5.375
ALW,11,1108.9655172413793,4.996168582375479
ALW,12,1247.8367346938776,4.309037900874635
ALW,18,1827.7556109725685,0.7331670822942643
ALW,20,2033.7333333333333,-0.5666666666666667
ALW,22,2224.8925081433226,6.526058631921824
AMA,0,20.0,-38.0
AMA,1,124.0,200.0
AMA,9,949.6274509803922,0.23949579831932774
AMA,10,1018.4925925925926,-0.725925925925926
AMA,11,1134.8145645645645,2.7912912912912913
AMA,12,1208.5716510903426,6.6713395638629285
AMA,13,1341.1946795646916,7.308343409915357
AMA,14,1429.6033994334277,1.9263456090651558
AMA,15,1539.8219315895371,6.5392354124748495
AMA,16,1625.569188191882,4.635608856088561
AMA,17,1738.4746376811595,8.615942028985508
AMA,18,1827.5167958656332,6.713178294573644
AMA,19,1947.3741721854306,24.804635761589402
AMA,20,2017.1122448979593,17.70861678004535
AMA,21,2141.096551724138,14.937931034482759
AMA,22,2229.5892720306515,18.07816091954023
AMA,23,2334.6550998948474,13.799158780231336
ANC,0,31.9144,1.1016
ANC,1,124.2819332566168,-0.03682393555811277
ANC,2,213.14923076923077,-6.809230769230769
ANC,3,319.7413793103448,-9.558620689655172
ANC,4,430.2144420131291,-4.413566739606127
ANC,5,522.8612334801762,-13.383259911894273
ANC,6,638.7994858611826,-0.4884318766066838
ANC,7,720.8644986449865,-8.308943089430894
ANC,8,842.8655462184873,-5.498854087089382
ANC,9,920.5040816326531,-7.185714285714286
ANC,10,1025.5513214505224,-2.141364474492932
ANC,11,1141.4298401420958,-5.950266429840142
ANC,12,1234.9060402684563,-3.085234899328859
ANC,13,1331.9811774128955,1.001201441730076
ANC,14,1424.6632067741054,-0.2756077574433215
ANC,15,1513.3046100818613,0.037914691943127965
ANC,16,1634.8161559888579,-3.903899721448468
ANC,17,1735.648,-1.288
ANC,18,1827.7305732484076,2.0171974522292992
ANC,19,1920.2291001914487,9.01148691767709
ANC,20,2040.8218093207431,-2.5229972586049345
ANC,21,2131.165083135392,-3.326207442596991
ANC,22,2225.5218569976278,-2.2124703490342257
ANC,23,2332.9915482136,-0.2305032654629274
APN,9,948.0,-15.0
APN,13,1321.8514285714286,0.6671428571428571
APN,22,2240.241847826087,4.111413043478261
APN,23,2311.1176470588234,2.6218487394957983
ART,7,722.0,-11.0
ART,9,952.0,-12.48
ART,10,1045.2147651006712,-0.040268456375838924
ART,11,1144.8215767634854,3.0
ART,12,1223.9680365296804,-4.109589041095891
ART,13,1347.0,-28.0
ART,14,1403.8,12.2
ART,17,1724.8181818181818,6.863636363636363
ART,18,1851.0,20.0
ART,19,1944.6448979591837,15.404081632653062
ART,20,2056.4285714285716,11.892857142857142
ART,21,2159.0,13.210526315789474
ART,22,2215.0710059171597,14.292899408284024
ASE,8,850.361581920904,5.19774011299435
ASE,9,927.2118226600985,3.4285714285714284
ASE,10,1022.0291666666667,11.790833333333333
ASE,11,1135.756062767475,9.70042796005706
ASE,12,1226.0538344337226,8.628237684103606
ASE,13,1322.705633802817,15.190140845070422
ASE,14,1426.9519807923168,15.349339735894358
ASE,15,1528.029294274301,14.382157123834887
ASE,16,1624.32418699187,13.078252032520325
ASE,17,1736.5409836065573,25.662295081967212
ASE,18,1821.060324825986,17.0
ASE,19,1940.1626984126983,23.498015873015873
ASE,20,2028.7455197132617,17.8805256869773
ASE,21,2132.850528025995,23.177091795288383
ASE,22,2223.938596491228,9.228070175438596
ATL,0,29.251432078559738,9.763911620294598
ATL,1,116.49658314350798,11.34624145785877
ATL,2,229.25,124.75
ATL,3,304.85714285714283,-8.857142857142858
ATL,4,447.0774647887324,6.272887323943662
ATL,5,529.3516642547033,-2.8796430294259525
ATL,6,635.7812348472604,-2.5773554387383744
ATL,7,733.599126391433,-3.0196193609022557
ATL,8,834.3546270399853,-1.152542894040957
ATL,9,926.106801151707,-0.5610127035247808
ATL,10,1024.2410001243936,-0.4550521260978826
ATL,11,1127.687756987757,-1.2622780244173142
ATL,12,1234.7248366171862,-1.797277588721439
ATL,13,1325.49285442476,-2.0090111052353254
ATL,14,1425.4845396087017,0.6487869144167265
ATL,15,1531.4940412591436,1.1562243052129584
ATL,16,1630.2696549352288,2.3314834774233493
ATL,17,1725.8791395186042,3.915986531986532
ATL,18,1831.1908305044603,4.427474436416755
ATL,19,1923.5062463285685,7.824414322651414
ATL,20,2025.4076534816645,7.354175971415811
ATL,21,2128.215539612273,7.6636347772979105
ATL,22,2234.229135720966,9.294383011498047
ATL,23,2334.406906614786,10.365856031128404
ATW,6,600.0,-45.542635658914726
ATW,7,755.8095238095239,25.80952380952381
ATW,8,836.7157894736843,-5.2631578947368425
ATW,9,917.9908256880734,-1.2844036697247707
ATW,10,1034.1200440528635,4.520925110132159
ATW,11,1117.1892097264438,-0.24638783269961978
ATW,12,1238.7762557077626,3.334474885844749
ATW,13,1341.2603938730854,1.2800875273522976
ATW,14,1418.468,-0.16666666666666666
ATW,15,1525.1587301587301,1.3253968253968254
ATW,16,1634.0223157894736,5.115238497256226
ATW,17,1731.7697642163662,11.740638002773926
ATW,18,1843.1253263707572,13.120104438642297
ATW,19,1918.0949367088608,14.908227848101266
ATW,20,2042.179673321234,14.463399879007865
ATW,21,2132.528021978022,8.624175824175824
ATW,22,2223.6737160120847,17.057401812688823
ATW,23,2303.6666666666665,47.0
ATY,0,7.420168067226891,13.764705882352942
ATY,12,1213.4778761061948,6.0
ATY,13,1308.0,-6.0
ATY,16,1615.0886075949368,-4.3881856540084385
ATY,20,2038.0,-24.0
ATY,21,2106.7,-2.8
AUS,0,27.77564979480164,9.079890560875514
AUS,1,122.99239130434782,14.308695652173913
AUS,2,213.42857142857142,23.142857142857142
AUS,3,330.2,22.0
AUS,4,441.2388888888889,3.311111111111111
AUS,5,525.5402298850574,3.508399646330681
AUS,6,652.224,-2.288
AUS,7,730.315953307393,-5.176653696498055
AUS,8,834.1744008159103,-4.647628760836308
AUS,9,931.9003708698584,-4.247302764666217
AUS,10,1030.2164457023684,-1.7658274988827647
AUS,11,1127.6187259690325,-1.208190416796591
AUS,12,1228.9540272614622,-1.6123915737298637
AUS,13,1331.4205811138015,0.08329297820823245
AUS,14,1429.5879936808847,0.12985781990521328
AUS,15,1528.7470666505383,2.2564412725293335
AUS,16,1628.616942454927,2.019017041244752
AUS,17,1730.1693665512232,5.445536811529438
AUS,18,1829.8378856574145,7.151498396549817
AUS,19,1928.5685414680647,9.948331744518589
AUS,20,2028.9098154362416,8.925615212527964
AUS,21,2132.489552238806,9.791791044776119
AUS,22,2231.61763412489,9.82145998240985
AUS,23,2330.9707485936824,12.016875811337083
AVL,0,30.5,0.0
AVL,1,121.77777777777777,32.55555555555556
AVL,5,500.0,21.0
AVL,7,749.7183098591549,0.028169014084507043
AVL,8,842.8037676609105,1.2778649921507064
AVL,9,934.5063575168288,-0.18651685393258427
AVL,10,1039.3353783231084,2.2955010224948875
AVL,11,1136.1357677902622,4.951265229615745
AVL,12,1218.5569620253164,2.73539760731879
AVL,13,1337.3764988009593,2.709483793517407
AVL,14,1417.4645214521452,2.5755573905862925
AVL,15,1526.8988486842106,7.319341563786009
AVL,16,1627.8567415730338,10.74133083411434
AVL,17,1723.3165714285715,14.648571428571428
AVL,18,1836.159268929504,12.194952132288947
AVL,19,1923.8384615384616,10.977842003853565
AVL,20,2032.6027742749054,18.70113493064313
AVL,21,2128.6466165413535,14.173615857826384
AVL,22,2229.1529709228826,25.494310998735777
AVL,23,2328.859596713966,9.957335329341317
AVP,0,19.289902280130292,-0.8143322475570033
AVP,1,149.0,-8.6
AVP,3,310.3333333333333,-2.3333333333333335
AVP,8,849.4230769230769,0.038461538461538464
AVP,9,924.2533692722373,-2.207547169811321
AVP,10,1038.4913793103449,2.2413793103448274
AVP,11,1126.4004602991945,2.0472350230414746
AVP,12,1243.5618556701031,1.2963917525773196
AVP,13,1340.4748784440842,1.4521880064829822
AVP,14,1435.2155591572123,0.5721231766612642
AVP,15,1549.4173913043478,14.6
AVP,16,1639.4476595744682,7.546382978723404
AVP,17,1724.101822079314,6.076344086021505
AVP,18,1823.8125,13.980410447761194
AVP,19,1924.9306358381502,15.132947976878613
AVP,20,2051.9463087248323,18.774049217002236
AVP,21,2136.2832969432316,5.516111414527581
AVP,22,2229.849949647533,6.104733131923465
AVP,23,2329.6053984575838,3.5668380462724936
AZA,0,33.0,37.666666666666664
AZA,2,222.0,14.0
AZA,7,757.0,-1.6666666666666667
AZA,8,842.5801526717557,6.099236641221374
AZA,9,941.3962264150944,4.320754716981132
AZA,10,1032.8396739130435,8.005434782608695
AZA,11,1133.0104166666667,11.264880952380953
AZA,12,1232.6663356504469,7.53227408142999
AZA,13,1330.505845674201,6.965705378020265
AZA,14,1427.7654196157735,5.620829120323559
AZA,15,1531.352380952381,13.363492063492064
AZA,16,1631.6006944444443,20.46701388888889
AZA,17,1728.2135306553912,14.638477801268499
AZA,18,1829.59375,7.065625
AZA,19,1933.1127098321342,15.232613908872901
AZA,20,2031.9093231162196,14.339719029374201
AZA,21,2133.532346063913,16.347622759158224
AZA,22,2230.1474730737364,15.490472245236123
AZA,23,2319.3663194444443,20.430555555555557
AZO,0,6.0,7.266666666666667
AZO,2,206.0,-3.5
AZO,9,931.4850615114235,0.1757469244288225
AZO,10,1031.8274809160305,1.3755725190839694
AZO,11,1105.888888888889,-3.888888888888889
AZO,12,1230.0,62.285714285714285
AZO,13,1324.6612062546537,2.370067014147431
AZO,14,1413.55,11.25
AZO,15,1538.7525,3.925
AZO,16,1633.84,3.46
AZO,17,1732.6717411988582,8.220742150333017
AZO,18,1834.4404761904761,7.654761904761905
AZO,19,1951.0,48.0
AZO,20,2051.4615384615386,1.9505494505494505
AZO,21,2127.066852367688,10.352367688022284
AZO,22,2247.60843373494,11.532128514056225
AZO,23,2328.4979946524063,5.870989304812834
BDL,0,26.023586429725363,11.840064620355411
BDL,1,114.95190713101161,18.976782752902157
BDL,2,222.6153846153846,5.615384615384615
BDL,3,324.0,49.75
BDL,4,437.0,-14.0
BDL,5,530.8354166666667,5.679166666666666
BDL,6,624.6443148688047,12.005830903790088
BDL,7,734.4338235294117,8.955882352941176
BDL,8,836.3862433862433,-4.4756025867136975
BDL,9,934.1313155967781,-2.267756895289236
BDL,10,1022.2366723259762,-2.57443915703603
BDL,11,1127.483870967742,-1.3112354713732244
BDL,12,1225.5406103286384,-1.9528058229631369
BDL,13,1335.3230316409124,2.644591611479029
BDL,14,1421.2889250814333,0.48760600130463144
BDL,15,1525.3951890034364,3.035652920962199
BDL,16,1630.6085708427313,5.4342833709247484
BDL,17,1726.7014293276866,8.96929592376919
BDL,18,1832.9237374769987,12.10120629728072
BDL,19,1922.3250652741515,10.36379460400348
BDL,20,2032.7902064330292,11.619277108433735
BDL,21,2130.020865773902,11.862348178137651
BDL,22,2230.9811320754716,14.020473448496482
BDL,23,2332.920990750901,12.147985577676751
BET,7,721.440594059406,-3.0
BET,11,1143.9756756756756,-2.764864864864865
BET,12,1205.308868501529,-2.91131498470948
BET,20,2008.966149506347,-4.974612129760225
BFF,13,1312.0,-26.0
BFF,14,1433.5234375,2.84375
BFF,15,1537.2208835341366,-3.6626506024096384
BFF,16,1614.7153846153847,-4.969230769230769
BFF,21,2116.355623100304,10.448328267477203
BFL,0,42.0,-6.0
BFL,8,848.0,3.5
BFL,10,1019.4186046511628,5.72093023255814
BFL,11,1129.670142180095,6.138388625592417
BFL,12,1255.1477272727273,7.7727272727272725
BFL,13,1303.0569105691056,1.5691056910569106
BFL,14,1443.5193798449613,3.054263565891473
BFL,15,1541.390374331551,9.855614973262032
BFL,16,1609.25,3.125
BFL,18,1837.6226012793177,4.127931769722815
BFL,19,1942.5,27.25
BFL,20,2039.5656697009103,11.889466840052016
BFL,21,2137.1619771863116,6.374904942965779
BFL,22,2213.6403508771928,-1.105263157894737
BFL,23,2349.38125,16.4625
BFM,9,955.0,2.3333333333333335
BFM,10,1011.1904761904761,-3.6666666666666665
BFM,11,1148.1538461538462,-8.307692307692308
BFM,12,1237.6206896551723,11.758620689655173
BFM,13,1343.0,-14.0
BFM,14,1439.0,-18.333333333333332
BFM,17,1738.0,23.3
BFM,18,1809.2739726027398,10.863013698630137
BGM,9,935.0,-2.5
BGM,10,1016.7352941176471,4.529411764705882
BGM,11,1144.7407407407406,4.804232804232805
BGM,12,1222.4877300613498,7.288343558282208
BGM,14,1404.0,10.4
BGM,16,1656.9464285714287,-3.5
BGM,17,1717.6848030018762,4.022514071294559
BGM,21,2149.6428571428573,9.214285714285714
BGM,22,2211.4712990936555,2.960725075528701
BGM,23,2330.6019108280257,7.872611464968153
BGR,0,9.7,4.433333333333334
BGR,8,838.448275862069,-3.689655172413793
BGR,9,936.4944812362031,-4.735099337748345
BGR,10,1023.756,-2.754
BGR,11,1136.581869290232,1.9387755102040816
BGR,12,1214.918253968254,1.1801587301587302
BGR,13,1327.8842105263159,6.313157894736842
BGR,14,1423.982398239824,4.751375137513751
BGR,15,1535.5381984036487,5.823059360730594
BGR,16,1631.7097505668935,4.902383654937571
BGR,17,1728.0728395061728,4.4716049382716045
BGR,18,1822.4134615384614,19.900641025641026
BGR,19,1925.8181818181818,1.2613636363636365
BGR,20,2016.153374233129,2.5705521472392636
BGR,21,2139.9779792746112,20.068831168831167
BGR,22,2231.510292524377,18.66522210184182
BGR,23,2336.6135746606333,12.063520871143377
BHM,0,23.06779661016949,12.062146892655367
BHM,1,140.91176470588235,8.970588235294118
BHM,6,640.75,-4.025
BHM,7,748.1663747810858,0.9054290718038529
BHM,8,832.7610062893082,-0.43360604153555693
BHM,9,934.5189925681256,-0.467382328654005
BHM,10,1030.6495238095238,-1.2498412698412698
BHM,11,1115.3391066545123,0.27985414767547856
BHM,12,1228.2316784869977,3.4214758751182592
BHM,13,1337.0782865583456,5.0246184145741015
BHM,14,1425.8503997936548,6.682744389992262
BHM,15,1527.7441713925646,5.635790800252048
BHM,16,1624.9636797454932,10.351365685494564
BHM,17,1726.3357873210634,11.026584867075664
BHM,18,1828.7871229698376,9.24158932714617
BHM,19,1928.458003169572,13.948494453248811
BHM,20,2039.814795383001,15.04249737670514
BHM,21,2128.168653750621,13.356433184302038
BHM,22,2232.190490520614,12.439362022269034
BHM,23,2320.7057627118643,9.340338983050847
BIL,0,31.167927382753405,0.30257186081694404
BIL,1,126.75,36.25
BIL,8,830.3611111111111,-2.2777777777777777
BIL,9,938.8385481852315,0.49436795994993743
BIL,10,1036.1128404669262,-5.058365758754864
BIL,11,1124.3704414587332,-2.2053742802303264
BIL,12,1237.868101545254,-1.1280353200883002
BIL,13,1307.5367965367966,-3.722943722943723
BIL,14,1445.9395348837209,5.927131782945737
BIL,15,1525.1971428571428,-1.92
BIL,16,1647.5302197802198,5.8791208791208796
BIL,17,1722.1208459214502,6.148036253776435
BIL,18,1833.1616379310344,-3.0366379310344827
BIL,19,1926.1437632135307,-0.5496828752642706
BIL,20,2037.7915309446255,13.51628664495114
BIL,21,2143.026836158192,7.272598870056497
BIL,22,2211.7854251012145,13.959514170040485
BIL,23,2338.875494071146,7.887351778656127
BIS,0,8.279069767441861,6.217054263565892
BIS,1,118.0,173.0
BIS,8,837.6723163841808,-4.751412429378531
BIS,9,944.7,-4.9875
BIS,10,1025.8532608695652,-0.15760869565217392
BIS,11,1131.923976608187,-2.6228070175438596
BIS,12,1240.80195599022,5.309698451507742
BIS,13,1322.9719387755101,6.012755102040816
BIS,14,1427.5100574712644,0.7902298850574713
BIS,15,1523.952861952862,1.3215488215488216
BIS,16,1637.1162634408602,5.140456989247312
BIS,17,1711.2519083969466,10.274809160305344
BIS,18,1834.710843373494,10.674698795180722
BIS,19,1930.1904761904761,6.108225108225108
BIS,20,2026.9375,20.70777027027027
BIS,21,2128.8758620689655,6.227586206896552
BIS,22,2228.5337995337995,10.603729603729604
BIS,23,2331.662910798122,11.899530516431925
BJI,9,955.0,-7.166666666666667
BJI,12,1230.628808864266,-2.5761772853185594
BJI,15,1514.6666666666667,-5.333333333333333
BJI,17,1725.0,-30.0
BJI,18,1852.0,-15.714285714285714
BJI,20,2049.4285714285716,-6.5
BJI,21,2127.675675675676,-19.7027027027027
BJI,22,2201.5,-27.0
BJI,23,2324.7413010590017,3.3040847201210286
BKG,9,942.0,47.25
BKG,11,1111.0,-3.0
BKG,12,1239.0666666666666,6.633333333333334
BKG,13,1342.560975609756,3.5121951219512195
BKG,15,1507.076923076923,-17.384615384615383
BKG,16,1612.4603174603174,15.047619047619047
BKG,17,1749.4761904761904,39.0
BKG,18,1841.865671641791,9.701492537313433
BKG,20,2035.408163265306,14.673469387755102
BLI,0,19.337025316455698,-3.8212025316455698
BLI,7,755.0,-20.0
BLI,8,845.1560283687943,-0.18085106382978725
BLI,9,924.3418367346939,-0.5884353741496599
BLI,10,1037.4213836477988,1.4842767295597483
BLI,11,1136.235294117647,3.573529411764706
BLI,12,1242.2625,-6.5
BLI,13,1340.1524547803617,-4.322997416020672
BLI,14,1432.2307692307693,0.5622377622377622
BLI,15,1517.5294117647059,2.169630642954856
BLI,16,1631.0653594771243,3.2091503267973858
BLI,17,1733.9924242424242,9.856060606060606
BLI,18,1837.7848837209303,7.59593023255814
BLI,19,1916.5135566188198,1.5869218500797448
BLI,20,2035.937062937063,0.7727272727272727
BLI,21,2126.788990825688,4.0
BLI,22,2218.7673611111113,3.279513888888889
BLI,23,2347.1731266149873,-5.4728682170542635
BLV,7,733.0576923076923,2.8653846153846154
BLV,8,834.1546391752578,6.072164948453608
BLV,9,931.7,2.375
BLV,10,1029.6153846153845,-3.758241758241758
BLV,11,1139.173076923077,6.173076923076923
BLV,12,1232.0617283950617,-6.790123456790123
BLV,13,1344.625,7.256578947368421
BLV,14,1426.9556451612902,10.362903225806452
BLV,15,1529.62874251497,10.74251497005988
BLV,16,1621.1609756097562,12.234146341463415
BLV,17,1730.9193548387098,6.354838709677419
BLV,18,1839.6753246753246,19.662337662337663
BLV,19,1928.439024390244,15.890243902439025
BLV,20,2028.112676056338,5.295774647887324
BLV,21,2114.625,53.25
BLV,22,2234.0,-8.0
BMI,1,158.5,4.0
BMI,2,210.0,15.0
BMI,7,742.7987804878048,-3.1036585365853657
BMI,8,826.1742424242424,-6.5
BMI,9,935.7547683923706,3.5708446866485013
BMI,10,1054.742671009772,1.8729641693811074
BMI,11,1111.4277108433735,4.237082066869301
BMI,12,1251.7692307692307,0.9134615384615384
BMI,13,1336.5135135135135,0.7027027027027027
BMI,14,1440.013801756587,9.194479297365119
BMI,15,1524.111111111111,15.790123456790123
