date,delay,origin_city_name,dest_city_name,origin_weather,dest_weather
2019-12-26,39.0,"West Palm Beach-Palm Beach, FL","New York, NY","Rain, Partially cloudy",Partially cloudy
2019-11-12,31.0,"Las Vegas, NV","Austin, TX",Clear,"Rain, Partially cloudy"
2019-03-03,18.0,"New Orleans, LA","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2018-08-16,38.0,"Bismarck-Mandan, ND","Las Vegas, NV",Clear,Clear
2018-09-28,-2.0,"Philadelphia, PA","Dallas-Fort Worth, TX","Rain, Partially cloudy",Partially cloudy
2019-11-11,-12.0,"New York, NY","Columbia, SC",Clear,Partially cloudy
2019-10-10,10.0,"Denver, CO","Phoenix, AZ","Snow, Partially cloudy",Clear
2019-05-31,19.0,"Kahului, HI","Honolulu, HI",Partially cloudy,Partially cloudy
2019-09-04,-21.0,"Atlanta, GA","Los Angeles, CA",Clear,Clear
2018-09-02,-6.0,"New York, NY","Austin, TX",Partially cloudy,Partially cloudy
2019-09-05,-9.0,"Chicago, IL","Salt Lake City, UT",Partially cloudy,"Rain, Partially cloudy"
2019-12-07,40.0,"Williamsport, PA","Philadelphia, PA",Partially cloudy,Partially cloudy
2019-02-16,-10.0,"Orlando, FL","Raleigh-Durham, NC",Partially cloudy,"Rain, Overcast"
2019-09-29,-15.0,"Columbus, OH","Tampa, FL","Rain, Partially cloudy",Partially cloudy
2018-07-13,-15.0,"Houston, TX","Boston, MA",Partially cloudy,Partially cloudy
2019-07-17,-10.0,"Minneapolis, MN","Indianapolis, IN",Partially cloudy,"Rain, Partially cloudy"
2019-04-06,11.0,"Detroit, MI","Scranton-Wilkes-Barre, PA",Partially cloudy,"Rain, Partially cloudy"
2019-08-12,83.0,"Atlanta, GA","Daytona Beach, FL",Partially cloudy,"Rain, Partially cloudy"
2018-09-06,-4.0,"Pittsburgh, PA","Chicago, IL","Rain, Partially cloudy","Rain, Overcast"
2018-05-14,86.0,"Boise, ID","Salt Lake City, UT",Rain,"Rain, Partially cloudy"
2019-12-03,5.0,"Chicago, IL","Tampa, FL",Partially cloudy,Partially cloudy
2018-12-28,8.0,"Los Angeles, CA","Washington, DC",Clear,"Rain, Overcast"
2019-12-16,65.0,"Houston, TX","Salt Lake City, UT","Rain, Partially cloudy","Snow, Partially cloudy"
2018-09-19,-10.0,"Providence, RI","Washington, DC","Rain, Partially cloudy",Partially cloudy
2019-12-02,-9.0,"San Antonio, TX","Las Vegas, NV",Clear,Clear
2018-02-10,-20.0,"Boise, ID","Seattle, WA",Clear,Clear
2019-06-14,-5.0,"Boise, ID","Minneapolis, MN",Clear,"Rain, Partially cloudy"
2018-05-21,-4.0,"Detroit, MI","St. Louis, MO","Rain, Partially cloudy","Rain, Partially cloudy"
2018-05-06,-8.0,"Chicago, IL","Tampa, FL",Partially cloudy,"Rain, Partially cloudy"
2019-02-14,250.0,"San Francisco, CA","Washington, DC","Rain, Partially cloudy",Partially cloudy
2018-06-22,-7.0,"Atlanta, GA","St. Louis, MO","Rain, Partially cloudy","Rain, Overcast"
2018-10-15,-7.0,"Charlotte, NC","Raleigh-Durham, NC",Partially cloudy,Partially cloudy
2019-03-13,-6.0,"Missoula, MT","Seattle, WA","Snow, Overcast",Partially cloudy
2018-01-21,61.0,"Seattle, WA","Pasco-Kennewick-Richland, WA","Rain, Overcast",Partially cloudy
2019-12-23,12.0,"Charlotte, NC","Milwaukee, WI","Rain, Overcast",Partially cloudy
2019-06-04,42.0,"New York, NY","Greensboro-High Point, NC",Clear,Partially cloudy
2018-03-02,39.0,"Boston, MA","New York, NY","Rain, Overcast",Rain
2018-06-13,-43.0,"New York, NY","Portland, OR","Rain, Partially cloudy",Overcast
2019-08-08,-8.0,"Islip, NY","West Palm Beach-Palm Beach, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-08-07,-36.0,"Pittsburgh, PA","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-06-15,4.0,"Tampa, FL","Manchester, NH","Rain, Partially cloudy",Partially cloudy
2019-05-18,3.0,"Chicago, IL","Appleton, WI","Rain, Partially cloudy","Rain, Overcast"
2018-04-15,-30.0,"Pittsburgh, PA","Denver, CO","Rain, Partially cloudy",Partially cloudy
2018-02-08,24.0,"Dallas-Fort Worth, TX","Phoenix, AZ",Clear,Clear
2019-03-19,-21.0,"Springfield, MO","Houston, TX",Partially cloudy,Partially cloudy
2019-03-17,-13.0,"Charlotte, NC","Miami, FL",Partially cloudy,"Rain, Partially cloudy"
2019-05-27,-18.0,"Gulfport-Biloxi, MS","Atlanta, GA",Partially cloudy,Partially cloudy
2018-06-18,0.0,"Honolulu, HI","San Francisco, CA",Partially cloudy,Partially cloudy
2018-09-16,-2.0,"St. Louis, MO","Dallas-Fort Worth, TX",Clear,Partially cloudy
2018-03-23,11.0,"Atlanta, GA","Philadelphia, PA",Partially cloudy,Partially cloudy
2018-06-08,19.0,"Indianapolis, IN","Minneapolis, MN","Rain, Partially cloudy","Rain, Partially cloudy"
2019-04-01,-3.0,"Chicago, IL","San Antonio, TX",Partially cloudy,Partially cloudy
2018-11-11,-27.0,"Seattle, WA","New York, NY",Partially cloudy,Rain
2019-09-17,-15.0,"Detroit, MI","Indianapolis, IN",Partially cloudy,Partially cloudy
2018-04-23,-2.0,"Seattle, WA","Los Angeles, CA",Clear,Partially cloudy
2018-01-12,9.0,"Columbia, MO","Dallas-Fort Worth, TX","Snow, Partially cloudy",Clear
2019-04-13,-5.0,"Columbus, OH","Charlotte, NC",Partially cloudy,"Rain, Partially cloudy"
2019-08-29,-33.0,"New York, NY","Indianapolis, IN",Clear,Clear
2019-05-12,-17.0,"Denver, CO","Durango, CO",Partially cloudy,Clear
2019-05-15,-5.0,"Chicago, IL","Kansas City, MO",Partially cloudy,Clear
2018-11-08,-2.0,"Dayton, OH","Denver, CO",Partially cloudy,Partially cloudy
2019-03-30,-3.0,"Lexington, KY","New York, NY","Rain, Partially cloudy",Partially cloudy
2019-09-24,292.0,"Honolulu, HI","San Francisco, CA",Partially cloudy,Clear
2019-11-09,-29.0,"Baltimore, MD","Albuquerque, NM",Partially cloudy,Partially cloudy
2019-05-13,149.0,"Phoenix, AZ","Seattle, WA",Partially cloudy,Partially cloudy
2018-03-08,-13.0,"Atlanta, GA","New York, NY",Partially cloudy,Snow
2018-09-03,2.0,"New York, NY","Columbus, OH","Rain, Partially cloudy",Partially cloudy
2019-06-02,-3.0,"Charlotte, NC","New Orleans, LA",Partially cloudy,Partially cloudy
2018-05-21,-26.0,"Buffalo, NY","New York, NY",Partially cloudy,Rain
2018-07-16,-3.0,"Bozeman, MT","Chicago, IL",Clear,"Rain, Partially cloudy"
2019-06-09,3.0,"Philadelphia, PA","Jacksonville, FL",Partially cloudy,"Rain, Partially cloudy"
2019-08-17,-24.0,"Los Angeles, CA","Medford, OR",Partially cloudy,Clear
2019-08-19,-14.0,"Portland, OR","Los Angeles, CA",Partially cloudy,Partially cloudy
2019-03-12,-24.0,"St. Louis, MO","New York, NY","Rain, Partially cloudy","Rain, Partially cloudy"
2018-03-19,-5.0,"Dallas-Fort Worth, TX","Cincinnati, OH",Clear,"Rain, Partially cloudy"
2018-07-31,-11.0,"Oakland, CA","Las Vegas, NV",Partially cloudy,Clear
2019-02-16,-28.0,"Denver, CO","Milwaukee, WI","Snow, Partially cloudy",Partially cloudy
2019-10-09,-2.0,"Spokane, WA","Seattle, WA","Snow, Partially cloudy",Clear
2018-07-06,-11.0,"Chicago, IL","Portland, OR",Partially cloudy,Partially cloudy
2018-06-14,-20.0,"Deadhorse, AK","Anchorage, AK","Snow, Overcast",Partially cloudy
2019-03-08,-10.0,"Houston, TX","Dallas, TX",Overcast,Partially cloudy
2018-12-26,-23.0,"Charlotte, NC","Little Rock, AR",Partially cloudy,"Rain, Overcast"
2018-07-19,-10.0,"Newark, NJ","Boston, MA",Clear,Clear
2018-09-08,-11.0,"Chicago, IL","Boston, MA",Overcast,Partially cloudy
2019-08-15,-17.0,"Los Angeles, CA","Chicago, IL",Partially cloudy,Partially cloudy
2018-05-24,-36.0,"Rochester, NY","New York, NY",Clear,Rain
2019-02-13,-8.0,"Houston, TX","Albuquerque, NM",Clear,Partially cloudy
2018-05-18,38.0,"Atlantic City, NJ","Orlando, FL","Rain, Overcast","Rain, Partially cloudy"
2018-08-12,-8.0,"San Angelo, TX","Dallas-Fort Worth, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2019-05-05,-14.0,"Washington, DC","Charlotte, NC","Rain, Overcast","Rain, Partially cloudy"
2018-04-02,-6.0,"Dallas-Fort Worth, TX","Beaumont-Port Arthur, TX",Partially cloudy,Partially cloudy
2019-11-25,-22.0,"Minneapolis, MN","Nashville, TN",Partially cloudy,Rain
2019-11-19,-20.0,"Charleston-Dunbar, WV","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-07-05,-11.0,"Orlando, FL","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2018-11-30,-1.0,"Los Angeles, CA","Atlanta, GA",Partially cloudy,"Rain, Overcast"
2018-01-18,-13.0,"Burbank, CA","Sacramento, CA",Clear,"Rain, Overcast"
2019-07-18,125.0,"Charlottesville, VA","New York, NY",Rain,"Rain, Partially cloudy"
2018-03-29,-14.0,"New York, NY","Myrtle Beach, SC",Rain,Clear
2018-03-12,-3.0,"Fresno, CA","Salt Lake City, UT","Rain, Partially cloudy",Partially cloudy
2019-09-25,20.0,"Indianapolis, IN","Dallas-Fort Worth, TX",Partially cloudy,Clear
2019-07-04,6.0,"Charlotte, NC","Orlando, FL",Partially cloudy,"Rain, Partially cloudy"
2019-03-06,-10.0,"Oklahoma City, OK","Dallas-Fort Worth, TX",Clear,Clear
2019-11-27,-7.0,"Orlando, FL","Atlanta, GA",Clear,"Rain, Partially cloudy"
2019-01-28,-13.0,"San Antonio, TX","Charlotte, NC",Partially cloudy,Partially cloudy
2018-09-25,10.0,"Kansas City, MO","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2018-04-22,-18.0,"Little Rock, AR","Chicago, IL","Rain, Overcast",Partially cloudy
2018-01-19,-22.0,"Atlanta, GA","Chicago, IL",Clear,Partially cloudy
2018-01-27,-11.0,"Dallas-Fort Worth, TX","Houston, TX","Rain, Partially cloudy","Rain, Overcast"
2018-04-06,-7.0,"Brainerd, MN","Minneapolis, MN",Partially cloudy,Partially cloudy
2019-08-21,68.0,"Seattle, WA","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-09-27,-3.0,"Cleveland, OH","New York, NY",Partially cloudy,Partially cloudy
2018-03-02,-11.0,"Denver, CO","San Jose, CA",Clear,"Rain, Overcast"
2018-04-06,-9.0,"Philadelphia, PA","Harrisburg, PA","Rain, Partially cloudy",Partially cloudy
2019-10-20,75.0,"Newark, NJ","Washington, DC","Rain, Partially cloudy","Rain, Partially cloudy"
2019-01-01,21.0,"Oakland, CA","Seattle, WA",Partially cloudy,Partially cloudy
2019-01-24,-15.0,"Dallas-Fort Worth, TX","Houston, TX",Clear,Clear
2019-04-23,-11.0,"Savannah, GA","Atlanta, GA",Clear,Partially cloudy
2018-08-05,2.0,"San Antonio, TX","Phoenix, AZ","Rain, Partially cloudy",Clear
2018-08-29,9.0,"Atlanta, GA","Shreveport, LA",Partially cloudy,"Rain, Partially cloudy"
2019-04-07,-10.0,"Las Vegas, NV","Sacramento, CA",Clear,Partially cloudy
2019-11-18,880.0,"Chicago, IL","New York, NY",Overcast,"Rain, Partially cloudy"
2019-11-01,-10.0,"Minneapolis, MN","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-08-06,3.0,"Los Angeles, CA","Seattle, WA",Clear,Partially cloudy
2019-04-30,228.0,"Dallas-Fort Worth, TX","Newark, NJ","Rain, Partially cloudy","Rain, Partially cloudy"
2019-10-01,6.0,"Atlanta, GA","Rochester, NY",Clear,"Rain, Partially cloudy"
2019-03-12,-23.0,"Charlotte, NC","Key West, FL",Partially cloudy,Clear
2019-09-25,-19.0,"Los Angeles, CA","New York, NY",Partially cloudy,Clear
2019-08-18,-3.0,"Philadelphia, PA","Dallas-Fort Worth, TX","Rain, Partially cloudy",Clear
2018-11-27,62.0,"Chicago, IL","Kalamazoo, MI",Overcast,"Snow, Overcast"
2018-05-04,-8.0,"Orlando, FL","Raleigh-Durham, NC",Clear,Partially cloudy
2019-12-18,82.0,"Syracuse, NY","Fort Myers, FL","Snow, Partially cloudy","Rain, Partially cloudy"
2019-11-18,-17.0,"San Diego, CA","Lihue, HI",Partially cloudy,"Rain, Partially cloudy"
2018-11-14,8.0,"Kalamazoo, MI","Chicago, IL",Partially cloudy,Partially cloudy
2018-07-18,19.0,"Reno, NV","Los Angeles, CA",Partially cloudy,Partially cloudy
2018-07-04,-11.0,"Seattle, WA","Reno, NV",Partially cloudy,Clear
2019-02-20,-11.0,"Memphis, TN","Houston, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2018-08-09,-2.0,"Reno, NV","Phoenix, AZ",Partially cloudy,Partially cloudy
2018-01-11,113.0,"Charlotte, NC","Boston, MA","Rain, Overcast",Partially cloudy
2018-12-07,5.0,"Dallas-Fort Worth, TX","Huntsville, AL","Rain, Overcast","Rain, Overcast"
2019-10-28,-7.0,"New York, NY","Burlington, VT","Rain, Partially cloudy","Rain, Partially cloudy"
2018-12-07,-24.0,"New York, NY","Cleveland, OH",Clear,Partially cloudy
2018-12-11,-5.0,"Dallas-Fort Worth, TX","Joplin, MO",Partially cloudy,Clear
2019-11-21,51.0,"Los Angeles, CA","Honolulu, HI",Partially cloudy,"Rain, Partially cloudy"
2018-06-01,-21.0,"Charlottesville, VA","Washington, DC",Rain,Partially cloudy
2018-04-09,-17.0,"Montgomery, AL","Atlanta, GA",Overcast,"Rain, Partially cloudy"
2019-06-02,14.0,"Baltimore, MD","Tampa, FL","Rain, Partially cloudy",Partially cloudy
2019-11-11,-20.0,"Tampa, FL","New York, NY",Partially cloudy,Clear
2019-08-08,-2.0,"Las Vegas, NV","Tucson, AZ",Clear,Clear
2018-06-05,34.0,"Philadelphia, PA","Bangor, ME","Rain, Partially cloudy","Rain, Overcast"
2019-08-29,-11.0,"Atlanta, GA","Cincinnati, OH",Clear,Rain
2018-05-14,-2.0,"Dallas-Fort Worth, TX","Orlando, FL",Partially cloudy,"Rain, Partially cloudy"
2019-06-16,-6.0,"Fort Lauderdale, FL","Charlotte, NC","Rain, Partially cloudy",Partially cloudy
2018-09-20,-15.0,"Atlanta, GA","Memphis, TN",Clear,Clear
2019-04-15,242.0,"Charlotte, NC","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2018-06-16,9.0,"Portland, OR","Dallas, TX","Rain, Partially cloudy",Partially cloudy
2019-07-19,98.0,"Charlotte, NC","Erie, PA",Partially cloudy,Partially cloudy
2018-01-15,19.0,"Las Vegas, NV","Phoenix, AZ",Partially cloudy,Partially cloudy
2018-01-21,-5.0,"Richmond, VA","Fort Lauderdale, FL",Partially cloudy,"Rain, Partially cloudy"
2018-09-25,-1.0,"Chicago, IL","Louisville, KY","Rain, Partially cloudy","Rain, Overcast"
2019-07-17,53.0,"Pittsburgh, PA","Dallas-Fort Worth, TX","Rain, Partially cloudy",Clear
2018-05-11,-6.0,"Fort Lauderdale, FL","Kansas City, MO",Partially cloudy,"Rain, Partially cloudy"
2019-12-15,1.0,"Charlotte, NC","Los Angeles, CA",Clear,Clear
2018-10-14,-1.0,"Columbus, OH","Myrtle Beach, SC","Rain, Partially cloudy",Partially cloudy
2019-07-18,-3.0,"Charlotte, NC","Greer, SC","Rain, Partially cloudy",Rain
2018-04-10,-19.0,"Des Moines, IA","Chicago, IL",Partially cloudy,Partially cloudy
2018-11-12,8.0,"Lanai, HI","Honolulu, HI",Clear,Partially cloudy
2018-04-20,-22.0,"Lubbock, TX","Dallas-Fort Worth, TX",Partially cloudy,Clear
2018-05-21,-29.0,"Denver, CO","San Francisco, CA",Partially cloudy,Partially cloudy
2018-08-13,15.0,"Fort Lauderdale, FL","Atlanta, GA","Rain, Partially cloudy",Clear
2019-05-08,-20.0,"Cincinnati, OH","Newark, NJ",Clear,Partially cloudy
2019-11-17,2.0,"Phoenix, AZ","Albuquerque, NM",Clear,Clear
2019-08-20,-5.0,"Denver, CO","Cedar Rapids-Iowa City, IA","Rain, Partially cloudy",Rain
2019-02-23,13.0,"Burbank, CA","Phoenix, AZ",Clear,Partially cloudy
2019-06-07,39.0,"Raleigh-Durham, NC","Newark, NJ","Rain, Partially cloudy","Rain, Partially cloudy"
2019-09-04,-21.0,"Chicago, IL","New Orleans, LA",Partially cloudy,Partially cloudy
2019-05-13,7.0,"Fort Lauderdale, FL","Baltimore, MD","Rain, Partially cloudy","Rain, Partially cloudy"
2019-12-26,-5.0,"Charlotte, NC","Indianapolis, IN",Partially cloudy,Partially cloudy
2018-09-11,-13.0,"Concord, NC","St. Petersburg, FL","Rain, Partially cloudy",Clear
2018-11-22,-28.0,"San Francisco, CA","Dallas, TX","Rain, Partially cloudy",Partially cloudy
2018-10-21,-14.0,"Chicago, IL","Dallas-Fort Worth, TX",Partially cloudy,Clear
2019-01-20,-1.0,"Raleigh-Durham, NC","Nashville, TN","Rain, Partially cloudy",Partially cloudy
2018-07-07,-5.0,"Houston, TX","Oklahoma City, OK","Rain, Partially cloudy",Partially cloudy
2018-08-02,161.0,"New York, NY","Denver, CO","Rain, Partially cloudy",Partially cloudy
2019-01-29,9.0,"San Antonio, TX","Dallas, TX",Clear,Partially cloudy
2018-12-14,14.0,"Dallas-Fort Worth, TX","Washington, DC","Rain, Overcast","Rain, Overcast"
2018-07-10,-12.0,"Mammoth Lakes, CA","Los Angeles, CA",Clear,Clear
2019-12-15,-1.0,"College Station-Bryan, TX","Houston, TX",Partially cloudy,Partially cloudy
2019-02-11,5.0,"Denver, CO","Eagle, CO",Partially cloudy,Partially cloudy
2018-03-19,-14.0,"Chicago, IL","St. Louis, MO",Partially cloudy,"Rain, Overcast"
2019-01-09,5.0,"Fort Lauderdale, FL","Baltimore, MD",Partially cloudy,Partially cloudy
2018-06-07,-5.0,"Kansas City, MO","St. Petersburg, FL",Clear,Clear
2019-05-27,-14.0,"Dallas-Fort Worth, TX","Shreveport, LA",Partially cloudy,Clear
2018-08-18,124.0,"Dallas-Fort Worth, TX","Panama City, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-04-23,-2.0,"Charleston, SC","Chicago, IL",Clear,Partially cloudy
2018-03-12,-18.0,"Charlotte, NC","Detroit, MI","Rain, Partially cloudy","Snow, Partially cloudy"
2018-10-05,8.0,"Las Vegas, NV","Oakland, CA",Clear,Partially cloudy
2018-06-25,42.0,"Huntsville, AL","Houston, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2018-08-26,-7.0,"Tampa, FL","Providence, RI","Rain, Partially cloudy",Partially cloudy
2019-03-05,-3.0,"Medford, OR","Seattle, WA","Rain, Partially cloudy",Clear
2018-12-25,1.0,"St. Louis, MO","Orlando, FL",Partially cloudy,Partially cloudy
2019-03-18,-16.0,"Salt Lake City, UT","Chicago, IL",Partially cloudy,Partially cloudy
2019-07-28,-19.0,"Columbia, SC","Washington, DC",Partially cloudy,Partially cloudy
2018-05-27,-22.0,"New York, NY","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-04-15,181.0,"Washington, DC","Greensboro-High Point, NC","Rain, Partially cloudy","Rain, Partially cloudy"
2019-02-18,20.0,"El Paso, TX","Chicago, IL",Partially cloudy,"Snow, Partially cloudy"
2018-10-25,15.0,"Chicago, IL","Columbus, OH",Partially cloudy,Partially cloudy
2018-11-12,-16.0,"Los Angeles, CA","Washington, DC",Clear,"Rain, Overcast"
2018-09-24,-20.0,"Los Angeles, CA","Philadelphia, PA",Partially cloudy,"Rain, Overcast"
2018-06-06,-20.0,"Buffalo, NY","Philadelphia, PA",Partially cloudy,Overcast
2018-05-07,9.0,"Washington, DC","Boston, MA",Partially cloudy,"Rain, Partially cloudy"
2018-12-02,10.0,"San Francisco, CA","Reno, NV",Partially cloudy,Partially cloudy
2019-11-17,-13.0,"Detroit, MI","White Plains, NY",Clear,Partially cloudy
2018-10-09,-10.0,"Columbus, OH","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2018-10-18,3.0,"Atlanta, GA","Birmingham, AL",Partially cloudy,Partially cloudy
2019-09-14,-14.0,"West Palm Beach-Palm Beach, FL","Washington, DC","Rain, Partially cloudy",Overcast
2019-01-25,-9.0,"Seattle, WA","Salt Lake City, UT",Partially cloudy,Partially cloudy
2018-04-08,-15.0,"Houston, TX","Birmingham, AL",Overcast,Partially cloudy
2019-04-14,20.0,"Dayton, OH","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-02-16,-1.0,"Los Angeles, CA","Austin, TX",Clear,Overcast
2018-08-03,-20.0,"Santa Ana, CA","Atlanta, GA",Clear,"Rain, Partially cloudy"
2019-05-31,60.0,"Philadelphia, PA","Jacksonville, FL",Partially cloudy,Partially cloudy
2019-09-29,-8.0,"Orlando, FL","Newark, NJ","Rain, Partially cloudy",Partially cloudy
2018-05-21,-16.0,"Orlando, FL","Buffalo, NY","Rain, Overcast",Partially cloudy
2018-11-12,-22.0,"Minneapolis, MN","Rapid City, SD",Partially cloudy,Partially cloudy
2018-05-12,-18.0,"Philadelphia, PA","Charlotte, NC","Rain, Overcast",Partially cloudy
2018-02-02,-27.0,"Chicago, IL","Newark, NJ",Partially cloudy,"Snow, Partially cloudy"
2019-05-24,-39.0,"Philadelphia, PA","Minneapolis, MN","Rain, Partially cloudy","Rain, Partially cloudy"
2019-01-20,46.0,"Boston, MA","Houston, TX","Snow, Partially cloudy",Clear
2019-06-20,10.0,"Houston, TX","Reno, NV",Partially cloudy,Partially cloudy
2018-08-21,-12.0,"Tulsa, OK","Denver, CO",Clear,"Rain, Partially cloudy"
2018-08-28,2.0,"St. Louis, MO","Houston, TX",Clear,"Rain, Partially cloudy"
2019-12-25,-6.0,"Baltimore, MD","Albany, NY",Partially cloudy,Partially cloudy
2018-04-04,99.0,"Boston, MA","Fort Lauderdale, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-12-26,-13.0,"Oklahoma City, OK","Philadelphia, PA","Rain, Overcast",Partially cloudy
2019-12-29,-12.0,"Baltimore, MD","Providence, RI","Rain, Partially cloudy","Rain, Partially cloudy"
2019-01-08,-6.0,"Dallas-Fort Worth, TX","Lubbock, TX",Clear,Partially cloudy
2018-02-21,-20.0,"West Palm Beach-Palm Beach, FL","Trenton, NJ",Partially cloudy,Partially cloudy
2019-07-11,-39.0,"Boston, MA","San Francisco, CA","Rain, Partially cloudy",Partially cloudy
2018-03-01,51.0,"Roanoke, VA","Charlotte, NC","Rain, Partially cloudy","Rain, Partially cloudy"
2018-06-04,-16.0,"Salt Lake City, UT","Detroit, MI",Clear,Partially cloudy
2018-03-31,-9.0,"Denver, CO","Dallas-Fort Worth, TX",Partially cloudy,Clear
2018-05-12,55.0,"Denver, CO","Williston, ND","Rain, Overcast",Partially cloudy
2018-06-12,14.0,"New Orleans, LA","Dallas, TX","Rain, Partially cloudy",Partially cloudy
2018-12-09,1.0,"San Francisco, CA","Philadelphia, PA",Partially cloudy,Partially cloudy
2018-09-14,26.0,"Washington, DC","Charlotte, NC",Overcast,"Rain, Overcast"
2018-04-13,36.0,"Dallas-Fort Worth, TX","Wichita, KS","Rain, Partially cloudy",Partially cloudy
2019-10-20,-30.0,"Anchorage, AK","Seattle, WA",Partially cloudy,"Rain, Partially cloudy"
2018-12-01,-7.0,"Madison, WI","Denver, CO","Rain, Overcast",Partially cloudy
2018-09-12,-1.0,"Las Vegas, NV","Nashville, TN",Clear,Partially cloudy
2019-09-03,25.0,"Chicago, IL","Cleveland, OH","Rain, Partially cloudy",Partially cloudy
2018-09-04,-7.0,"Jamestown, ND","Denver, CO","Rain, Partially cloudy",Partially cloudy
2019-09-30,3.0,"Newport News-Williamsburg, VA","Charlotte, NC",Partially cloudy,Partially cloudy
2018-12-27,16.0,"Philadelphia, PA","Watertown, NY",Partially cloudy,Partially cloudy
2019-01-25,14.0,"Columbus, OH","Chicago, IL",Partially cloudy,"Snow, Partially cloudy"
2018-08-09,29.0,"Dallas-Fort Worth, TX","Abilene, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2019-01-23,-23.0,"Seattle, WA","Bend-Redmond, OR","Rain, Partially cloudy","Rain, Partially cloudy"
2018-01-20,3.0,"Boise, ID","Phoenix, AZ",Partially cloudy,"Rain, Partially cloudy"
2018-11-29,-7.0,"New York, NY","Boston, MA","Rain, Partially cloudy",Partially cloudy
2019-06-06,1.0,"Dallas, TX","Austin, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2018-05-28,-1.0,"Austin, TX","Houston, TX",Clear,Partially cloudy
2019-04-17,-11.0,"Chattanooga, TN","Atlanta, GA",Partially cloudy,Partially cloudy
2019-05-31,1.0,"St. Louis, MO","Philadelphia, PA",Partially cloudy,Partially cloudy
2019-12-20,-16.0,"Chicago, IL","Atlanta, GA",Partially cloudy,Partially cloudy
2018-08-12,-6.0,"Portland, OR","Reno, NV",Partially cloudy,Partially cloudy
2019-06-30,-6.0,"Charlotte, NC","Bangor, ME","Rain, Partially cloudy","Rain, Partially cloudy"
2018-03-29,7.0,"Phoenix, AZ","Seattle, WA",Partially cloudy,Overcast
2018-11-09,-11.0,"Cleveland, OH","New York, NY","Snow, Overcast","Rain, Partially cloudy"
2018-06-09,-6.0,"Orlando, FL","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2018-02-02,-17.0,"Chicago, IL","Las Vegas, NV",Partially cloudy,Clear
2019-12-05,2.0,"Houston, TX","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2019-08-20,-13.0,"Chicago, IL","Aspen, CO","Rain, Partially cloudy",Clear
2018-01-12,45.0,"Indianapolis, IN","Las Vegas, NV","Snow, Overcast",Clear
2018-09-28,-17.0,"Huntsville, AL","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2018-02-14,-17.0,"Tampa, FL","New York, NY",Partially cloudy,Partially cloudy
2018-10-18,2.0,"Chicago, IL","Houston, TX",Clear,"Rain, Overcast"
2019-07-29,-30.0,"Philadelphia, PA","Cincinnati, OH",Rain,"Rain, Partially cloudy"
2019-05-27,115.0,"Santa Rosa, CA","Los Angeles, CA","Rain, Partially cloudy",Clear
2019-10-27,-6.0,"Santa Ana, CA","San Jose, CA",Partially cloudy,Clear
2019-05-23,98.0,"Charlotte, NC","Boston, MA",Partially cloudy,Partially cloudy
2019-01-28,-16.0,"Memphis, TN","Houston, TX",Partially cloudy,"Rain, Partially cloudy"
2019-03-13,-7.0,"Evansville, IN","Charlotte, NC",Partially cloudy,Partially cloudy
2018-12-18,-17.0,"Seattle, WA","San Francisco, CA","Rain, Partially cloudy",Partially cloudy
2018-01-16,-6.0,"Atlanta, GA","Washington, DC","Rain, Partially cloudy",Overcast
2019-10-29,-16.0,"Greensboro-High Point, NC","Chicago, IL",Overcast,"Rain, Partially cloudy"
2019-12-20,51.0,"Baltimore, MD","Boston, MA",Partially cloudy,Clear
2019-05-04,-5.0,"Rochester, NY","Newark, NJ",Partially cloudy,"Rain, Partially cloudy"
2018-11-25,64.0,"Pensacola, FL","Nashville, TN","Rain, Partially cloudy","Rain, Partially cloudy"
2018-02-08,4.0,"Chicago, IL","St. Louis, MO","Snow, Partially cloudy",Partially cloudy
2018-06-08,26.0,"Charlotte, NC","Jacksonville, FL",Partially cloudy,"Rain, Partially cloudy"
2018-07-24,-14.0,"Houston, TX","New Orleans, LA",Partially cloudy,"Rain, Partially cloudy"
2018-12-26,198.0,"Oklahoma City, OK","Dallas-Fort Worth, TX","Rain, Overcast","Rain, Overcast"
