date,delay,origin_city_name,dest_city_name,origin_weather,dest_weather
2018-11-21,-11.0,"New York, NY","Kansas City, MO",Partially cloudy,Clear
2018-02-19,-4.0,"Charlotte, NC","Birmingham, AL","Rain, Overcast",Partially cloudy
2018-07-10,-9.0,"Key West, FL","Miami, FL",Partially cloudy,"Rain, Partially cloudy"
2019-06-19,3.0,"Roswell, NM","Dallas-Fort Worth, TX",Clear,"Rain, Partially cloudy"
2018-04-25,-10.0,"Seattle, WA","Bellingham, WA",Clear,Clear
2018-02-13,-31.0,"Charlotte, NC","Mobile, AL",Overcast,Partially cloudy
2019-03-30,-8.0,"Chicago, IL","Fort Lauderdale, FL","Rain, Partially cloudy",Partially cloudy
2019-06-27,-2.0,"Miami, FL","Hartford, CT",Partially cloudy,Clear
2019-04-24,-14.0,"San Diego, CA","San Jose, CA",Partially cloudy,Clear
2019-05-25,-1.0,"Charlotte, NC","Grand Rapids, MI",Partially cloudy,"Rain, Partially cloudy"
2019-08-12,-32.0,"Minneapolis, MN","Orlando, FL",Partially cloudy,"Rain, Partially cloudy"
2019-07-13,18.0,"Chicago, IL","Raleigh-Durham, NC","Rain, Partially cloudy",Partially cloudy
2019-05-22,-4.0,"Detroit, MI","Lansing, MI","Rain, Partially cloudy","Rain, Partially cloudy"
2018-02-16,19.0,"Dallas-Fort Worth, TX","Boston, MA",Partially cloudy,"Rain, Overcast"
2019-09-20,-2.0,"Washington, DC","Seattle, WA",Partially cloudy,Partially cloudy
2019-11-26,-3.0,"Phoenix, AZ","San Jose, CA",Partially cloudy,"Rain, Partially cloudy"
2019-02-20,-25.0,"Las Vegas, NV","Los Angeles, CA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-06-10,-9.0,"Dallas-Fort Worth, TX","Omaha, NE",Partially cloudy,Clear
2018-05-30,4.0,"Atlanta, GA","Nashville, TN","Rain, Partially cloudy","Rain, Partially cloudy"
2019-10-16,11.0,"Dallas-Fort Worth, TX","Midland-Odessa, TX",Partially cloudy,Clear
2019-07-07,6.0,"Albuquerque, NM","Denver, CO","Rain, Partially cloudy","Rain, Partially cloudy"
2018-10-23,10.0,"Orlando, FL","Washington, DC",Partially cloudy,Partially cloudy
2019-04-02,-10.0,"Cleveland, OH","Tampa, FL",Partially cloudy,"Rain, Partially cloudy"
2018-06-05,-2.0,"Omaha, NE","Chicago, IL",Clear,"Rain, Partially cloudy"
2018-01-03,8.0,"Phoenix, AZ","Santa Ana, CA",Partially cloudy,Partially cloudy
2018-10-03,-11.0,"Nashville, TN","Boston, MA",Partially cloudy,"Rain, Overcast"
2018-02-13,-8.0,"Cleveland, OH","St. Louis, MO",Partially cloudy,Partially cloudy
2018-09-02,-13.0,"Washington, DC","Pittsburgh, PA",Partially cloudy,Partially cloudy
2018-07-30,-16.0,"Los Angeles, CA","Atlanta, GA",Clear,"Rain, Partially cloudy"
2018-06-07,4.0,"Atlanta, GA","Raleigh-Durham, NC",Partially cloudy,Partially cloudy
2019-05-05,-12.0,"Jacksonville, FL","Fort Lauderdale, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-05-30,-19.0,"Newark, NJ","Baltimore, MD",Partially cloudy,"Rain, Partially cloudy"
2019-01-25,-7.0,"Anchorage, AK","Nome, AK","Rain, Partially cloudy",Snow
2018-06-11,-2.0,"Lihue, HI","Kahului, HI",Partially cloudy,Partially cloudy
2019-10-18,16.0,"Baltimore, MD","Manchester, NH",Clear,Partially cloudy
2018-09-27,147.0,"Richmond, VA","Newark, NJ","Rain, Overcast",Partially cloudy
2018-12-08,-12.0,"Honolulu, HI","Los Angeles, CA","Rain, Partially cloudy",Clear
2018-07-18,-9.0,"Dallas-Fort Worth, TX","Kansas City, MO",Clear,"Rain, Partially cloudy"
2018-12-13,3.0,"Charlotte, NC","Indianapolis, IN",Partially cloudy,"Rain, Partially cloudy"
2019-08-24,-7.0,"West Palm Beach-Palm Beach, FL","Islip, NY","Rain, Partially cloudy",Partially cloudy
2019-07-08,29.0,"Burbank, CA","Salt Lake City, UT",Partially cloudy,Partially cloudy
2018-09-24,-8.0,"Ontario, CA","Las Vegas, NV",Partially cloudy,Clear
2018-08-31,0.0,"Los Angeles, CA","Kahului, HI",Clear,Partially cloudy
2019-10-03,5.0,"Los Angeles, CA","Nashville, TN",Clear,Clear
2018-05-30,103.0,"New York, NY","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2018-05-03,11.0,"Indianapolis, IN","Los Angeles, CA","Rain, Partially cloudy",Clear
2019-07-07,-5.0,"Nashville, TN","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-02-06,37.0,"St. Louis, MO","Dallas, TX","Rain, Partially cloudy",Partially cloudy
2019-07-25,-32.0,"Newark, NJ","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-03-28,-12.0,"Chattanooga, TN","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2018-12-21,-2.0,"Oklahoma City, OK","Phoenix, AZ",Clear,Partially cloudy
2019-11-20,-16.0,"Denver, CO","Kansas City, MO","Rain, Partially cloudy","Rain, Partially cloudy"
2019-11-17,-8.0,"Detroit, MI","Washington, DC",Clear,Overcast
2019-03-20,7.0,"Baltimore, MD","Nashville, TN",Partially cloudy,Partially cloudy
2019-12-19,-27.0,"Boston, MA","Dallas-Fort Worth, TX",Partially cloudy,Clear
2019-02-17,14.0,"Albuquerque, NM","Las Vegas, NV",Partially cloudy,"Rain, Partially cloudy"
2019-07-11,40.0,"Miami, FL","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2018-07-24,12.0,"Newark, NJ","Baltimore, MD",Partially cloudy,"Rain, Overcast"
2019-03-28,-8.0,"Atlanta, GA","Sarasota-Bradenton, FL",Clear,Clear
2019-03-02,-11.0,"Columbia, SC","Charlotte, NC",Partially cloudy,"Rain, Partially cloudy"
2019-07-13,-10.0,"Atlanta, GA","Milwaukee, WI","Rain, Partially cloudy",Partially cloudy
2019-09-24,-11.0,"Peoria, IL","Chicago, IL",Clear,Partially cloudy
2019-08-24,-3.0,"Atlanta, GA","Kansas City, MO","Rain, Partially cloudy",Partially cloudy
2019-07-17,-22.0,"New York, NY","Miami, FL","Rain, Partially cloudy",Partially cloudy
2018-10-20,-18.0,"Denver, CO","Santa Barbara, CA",Clear,Clear
2018-11-06,3.0,"Dallas-Fort Worth, TX","San Diego, CA",Partially cloudy,Partially cloudy
2018-07-04,64.0,"Omaha, NE","New York, NY","Rain, Partially cloudy",Clear
2018-03-06,-18.0,"Kansas City, MO","Denver, CO",Partially cloudy,Clear
2018-05-27,-21.0,"Abilene, TX","Dallas-Fort Worth, TX",Clear,Partially cloudy
2018-07-18,-14.0,"Portland, OR","Los Angeles, CA",Partially cloudy,Partially cloudy
2019-03-17,-3.0,"Tampa, FL","Atlanta, GA","Rain, Partially cloudy",Partially cloudy
2019-03-21,104.0,"Chicago, IL","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2019-12-06,-1.0,"Honolulu, HI","Seattle, WA","Rain, Partially cloudy",Partially cloudy
2018-06-17,386.0,"Evansville, IN","Charlotte, NC",Clear,Partially cloudy
2018-04-21,-13.0,"Dallas-Fort Worth, TX","Miami, FL","Rain, Overcast",Partially cloudy
2018-01-19,-6.0,"Dallas-Fort Worth, TX","Austin, TX",Partially cloudy,"Rain, Overcast"
2018-12-05,-7.0,"Detroit, MI","Las Vegas, NV",Partially cloudy,Partially cloudy
2019-08-03,8.0,"Kahului, HI","Seattle, WA",Partially cloudy,Clear
2018-10-15,70.0,"Lanai, HI","Honolulu, HI",Rain,"Rain, Partially cloudy"
2018-06-10,-1.0,"Dallas-Fort Worth, TX","Los Angeles, CA",Clear,Clear
2019-01-21,60.0,"New York, NY","Cleveland, OH","Snow, Partially cloudy","Snow, Partially cloudy"
2018-10-01,3.0,"Madison, WI","Minneapolis, MN","Rain, Overcast","Rain, Partially cloudy"
2019-05-20,3.0,"Long Beach, CA","Sacramento, CA",Partially cloudy,Partially cloudy
2018-10-18,-1.0,"Lexington, KY","New York, NY",Clear,Rain
2019-12-12,-37.0,"Seattle, WA","Kansas City, MO","Rain, Partially cloudy",Partially cloudy
2019-12-13,-1.0,"Atlanta, GA","Philadelphia, PA","Rain, Partially cloudy","Rain, Partially cloudy"
2018-04-21,-1.0,"San Francisco, CA","Los Angeles, CA",Clear,Clear
2019-03-26,-15.0,"Charleston-Dunbar, WV","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2018-02-21,9.0,"Dayton, OH","Newark, NJ","Rain, Overcast","Rain, Partially cloudy"
2019-08-31,-31.0,"Hartford, CT","Baltimore, MD",Clear,Partially cloudy
2018-08-08,-5.0,"Anchorage, AK","Seattle, WA","Rain, Overcast",Clear
2018-09-14,-13.0,"Chicago, IL","Greensboro-High Point, NC",Clear,"Rain, Overcast"
2018-08-18,50.0,"New York, NY","Syracuse, NY","Rain, Partially cloudy","Rain, Overcast"
2019-12-25,-24.0,"West Palm Beach-Palm Beach, FL","Atlanta, GA",Partially cloudy,Partially cloudy
2019-01-24,40.0,"Fayetteville, AR","Houston, TX",Partially cloudy,Clear
2018-05-09,-6.0,"Baltimore, MD","Rochester, NY",Clear,Partially cloudy
2019-10-20,-6.0,"Cleveland, OH","Houston, TX",Partially cloudy,"Rain, Partially cloudy"
2019-06-23,36.0,"Nashville, TN","Newark, NJ","Rain, Partially cloudy",Partially cloudy
2018-04-01,-20.0,"Philadelphia, PA","Salisbury, MD",Partially cloudy,Partially cloudy
2018-10-05,54.0,"Kansas City, MO","Philadelphia, PA","Rain, Partially cloudy",Overcast
2018-05-08,-1.0,"Jacksonville, FL","Boston, MA",Partially cloudy,Partially cloudy
2018-06-28,-8.0,"Austin, TX","Charlotte, NC",Partially cloudy,Partially cloudy
2019-10-17,49.0,"Philadelphia, PA","Lexington, KY",Partially cloudy,Clear
2018-11-13,-11.0,"San Juan, PR","Orlando, FL","Rain, Partially cloudy",Partially cloudy
2018-03-14,2.0,"Atlanta, GA","Fort Wayne, IN",Clear,Partially cloudy
2018-01-30,-17.0,"Chicago, IL","Buffalo, NY",Partially cloudy,"Snow, Partially cloudy"
2019-08-27,-12.0,"Moline, IL","Detroit, MI",Partially cloudy,"Rain, Partially cloudy"
2019-10-03,27.0,"New York, NY","Houston, TX","Rain, Overcast",Rain
2018-08-07,2.0,"Dallas, TX","Baltimore, MD",Partially cloudy,"Rain, Partially cloudy"
2019-09-03,-35.0,"Burbank, CA","San Francisco, CA",Clear,Partially cloudy
2019-09-09,-6.0,"Burlington, VT","New York, NY",Partially cloudy,Partially cloudy
2018-07-10,-28.0,"Philadelphia, PA","Atlanta, GA",Clear,Clear
2018-07-11,-1.0,"Miami, FL","Washington, DC","Rain, Partially cloudy",Partially cloudy
2019-02-26,-23.0,"Philadelphia, PA","Phoenix, AZ",Partially cloudy,Partially cloudy
2019-12-24,-25.0,"Augusta, GA","Atlanta, GA",Partially cloudy,Partially cloudy
2018-06-01,15.0,"Washington, DC","Birmingham, AL",Partially cloudy,"Rain, Partially cloudy"
2018-02-09,11.0,"Fort Lauderdale, FL","Detroit, MI","Rain, Partially cloudy","Snow, Partially cloudy"
2018-08-29,-26.0,"Baltimore, MD","Dallas-Fort Worth, TX",Partially cloudy,Clear
2019-01-07,-15.0,"Providence, RI","Charlotte, NC",Partially cloudy,Partially cloudy
2019-02-19,-9.0,"Syracuse, NY","Washington, DC",Partially cloudy,Partially cloudy
2018-10-13,-12.0,"Seattle, WA","Boise, ID",Partially cloudy,Clear
2019-06-05,-19.0,"Portland, OR","Dallas, TX",Partially cloudy,"Rain, Partially cloudy"
2018-02-25,-12.0,"Indianapolis, IN","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-05-12,-17.0,"Dallas-Fort Worth, TX","Midland-Odessa, TX",Partially cloudy,Clear
2019-09-04,-15.0,"Houston, TX","Nashville, TN",Clear,Clear
2019-02-02,12.0,"St. Louis, MO","Houston, TX",Partially cloudy,"Rain, Partially cloudy"
2019-05-10,-11.0,"Fort Lauderdale, FL","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2018-08-11,30.0,"Springfield, IL","Dallas-Fort Worth, TX",Clear,"Rain, Partially cloudy"
2018-02-03,-15.0,"Atlanta, GA","Chicago, IL",Partially cloudy,"Snow, Overcast"
2018-01-01,72.0,"West Palm Beach-Palm Beach, FL","Detroit, MI",Partially cloudy,Partially cloudy
2018-04-13,-3.0,"Portland, ME","New York, NY","Rain, Partially cloudy",Rain
2019-11-03,-5.0,"New Orleans, LA","Los Angeles, CA",Partially cloudy,Clear
2019-03-24,-16.0,"Salt Lake City, UT","Grand Junction, CO","Rain, Partially cloudy","Rain, Partially cloudy"
2019-02-04,29.0,"Raleigh-Durham, NC","New York, NY",Partially cloudy,Clear
2018-05-27,-7.0,"Tampa, FL","Columbus, OH","Rain, Partially cloudy",Partially cloudy
2018-11-20,81.0,"Seattle, WA","Las Vegas, NV",Partially cloudy,Partially cloudy
2018-09-21,8.0,"Washington, DC","Dallas-Fort Worth, TX","Rain, Partially cloudy","Rain, Overcast"
2019-10-25,85.0,"Chicago, IL","Seattle, WA",Partially cloudy,"Rain, Partially cloudy"
2019-04-07,-20.0,"Denver, CO","Los Angeles, CA",Partially cloudy,Clear
2019-01-06,62.0,"Palm Springs, CA","San Francisco, CA","Snow, Partially cloudy","Rain, Partially cloudy"
2018-05-04,-45.0,"Los Angeles, CA","New York, NY",Clear,Partially cloudy
2018-11-24,-10.0,"Dallas-Fort Worth, TX","St. Louis, MO",Clear,Partially cloudy
2019-06-17,94.0,"Billings, MT","Salt Lake City, UT",Partially cloudy,"Rain, Partially cloudy"
2019-03-20,10.0,"Newark, NJ","Los Angeles, CA",Partially cloudy,Partially cloudy
2018-02-21,10.0,"Charlotte, NC","San Antonio, TX",Partially cloudy,"Rain, Overcast"
2019-03-08,15.0,"San Antonio, TX","Phoenix, AZ",Partially cloudy,Partially cloudy
2019-04-19,-12.0,"Washington, DC","Boston, MA","Rain, Partially cloudy",Partially cloudy
2019-05-28,9.0,"Louisville, KY","Houston, TX",Partially cloudy,"Rain, Partially cloudy"
2018-09-19,-2.0,"Dallas-Fort Worth, TX","Charlotte, NC",Clear,Clear
2019-11-06,13.0,"Atlanta, GA","Des Moines, IA",Clear,"Rain, Partially cloudy"
2018-02-01,-17.0,"Grand Rapids, MI","Chicago, IL",Partially cloudy,Partially cloudy
2019-05-12,-16.0,"Jacksonville-Camp Lejeune, NC","Atlanta, GA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-03-16,-16.0,"Seattle, WA","Yakima, WA",Partially cloudy,Clear
2018-03-27,-8.0,"Santa Ana, CA","Houston, TX",Clear,"Rain, Overcast"
2018-05-15,-12.0,"San Diego, CA","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2018-11-14,-31.0,"Baltimore, MD","Salt Lake City, UT",Partially cloudy,Partially cloudy
2019-01-29,-32.0,"Dallas-Fort Worth, TX","New York, NY",Clear,"Rain, Partially cloudy"
2019-04-03,-9.0,"Manchester, NH","Philadelphia, PA","Rain, Partially cloudy",Clear
2019-10-03,4.0,"Indianapolis, IN","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2018-03-25,-10.0,"Las Vegas, NV","Baltimore, MD",Clear,Partially cloudy
2018-11-04,-18.0,"Boston, MA","Washington, DC",Partially cloudy,Partially cloudy
2018-04-22,2.0,"Chicago, IL","Wichita, KS",Partially cloudy,"Rain, Overcast"
2018-10-19,-19.0,"Charleston, SC","Charlotte, NC",Partially cloudy,Partially cloudy
2018-08-06,-3.0,"New York, NY","Raleigh-Durham, NC",Clear,"Rain, Partially cloudy"
2019-11-22,12.0,"Houston, TX","Phoenix, AZ",Rain,Partially cloudy
2019-10-24,-7.0,"Philadelphia, PA","San Juan, PR",Clear,"Rain, Partially cloudy"
2019-09-19,-7.0,"Lubbock, TX","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2018-03-26,-8.0,"Houston, TX","Phoenix, AZ",Partially cloudy,Partially cloudy
2018-01-27,-11.0,"Denver, CO","Dallas-Fort Worth, TX",Partially cloudy,"Rain, Partially cloudy"
2019-04-27,-7.0,"Philadelphia, PA","Orlando, FL",Partially cloudy,Clear
2019-08-08,-18.0,"Fayetteville, AR","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-07-13,-15.0,"San Francisco, CA","Salt Lake City, UT",Partially cloudy,Partially cloudy
2018-03-01,24.0,"Atlanta, GA","Kansas City, MO","Rain, Partially cloudy",Partially cloudy
2018-07-15,-17.0,"Orlando, FL","Richmond, VA",Rain,Partially cloudy
2018-10-14,-11.0,"New Orleans, LA","Boston, MA",Partially cloudy,Partially cloudy
2019-06-16,-19.0,"Cincinnati, OH","Washington, DC","Rain, Partially cloudy",Partially cloudy
2019-05-14,-14.0,"Little Rock, AR","Atlanta, GA",Partially cloudy,Clear
2018-04-19,-14.0,"Seattle, WA","Las Vegas, NV",Partially cloudy,Partially cloudy
2019-01-31,-7.0,"Las Vegas, NV","New York, NY",Partially cloudy,Snow
2018-07-26,-26.0,"Nashville, TN","Minneapolis, MN",Partially cloudy,"Rain, Partially cloudy"
2019-11-21,-26.0,"Omaha, NE","New York, NY","Rain, Partially cloudy",Rain
2018-10-31,10.0,"San Francisco, CA","Philadelphia, PA",Partially cloudy,Partially cloudy
2018-10-09,9.0,"St. Louis, MO","Atlanta, GA",Partially cloudy,"Rain, Overcast"
2018-07-23,-19.0,"Houston, TX","Los Angeles, CA",Partially cloudy,Clear
2019-08-06,34.0,"Fort Lauderdale, FL","Atlanta, GA","Rain, Partially cloudy",Partially cloudy
2019-12-10,35.0,"Washington, DC","Austin, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2019-08-24,-33.0,"Minneapolis, MN","Reno, NV",Partially cloudy,Clear
2019-10-07,0.0,"Los Angeles, CA","Las Vegas, NV",Clear,Clear
2018-12-14,-8.0,"San Jose, CA","San Diego, CA",Partially cloudy,Partially cloudy
2019-08-18,-14.0,"Los Angeles, CA","Las Vegas, NV",Partially cloudy,Clear
2019-09-23,-15.0,"Baltimore, MD","Raleigh-Durham, NC",Partially cloudy,Partially cloudy
2019-03-31,-22.0,"Dallas, TX","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2019-04-29,47.0,"Washington, DC","Pittsburgh, PA",Partially cloudy,"Rain, Partially cloudy"
2019-01-24,86.0,"Detroit, MI","Seattle, WA",Partially cloudy,"Rain, Partially cloudy"
2018-09-06,-11.0,"Boise, ID","Spokane, WA",Clear,Clear
2019-06-03,0.0,"Omaha, NE","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2018-06-10,-6.0,"New Orleans, LA","Houston, TX","Rain, Partially cloudy",Partially cloudy
2019-02-28,-9.0,"Nashville, TN","San Francisco, CA","Rain, Partially cloudy",Partially cloudy
2019-08-01,171.0,"San Francisco, CA","Santa Rosa, CA",Partially cloudy,Partially cloudy
2018-12-12,-11.0,"West Palm Beach-Palm Beach, FL","Atlanta, GA",Partially cloudy,Partially cloudy
2019-04-03,-8.0,"New York, NY","Miami, FL",Partially cloudy,Partially cloudy
2019-04-15,-12.0,"Chicago, IL","Mosinee, WI",Partially cloudy,Partially cloudy
2019-01-20,282.0,"Cleveland, OH","New York, NY","Snow, Partially cloudy","Rain, Partially cloudy"
2018-01-25,-9.0,"Orlando, FL","Islip, NY",Partially cloudy,Clear
2019-04-20,-7.0,"Charlotte, NC","Baltimore, MD","Rain, Partially cloudy","Rain, Partially cloudy"
2019-06-03,-13.0,"Baltimore, MD","Charlotte, NC",Partially cloudy,Partially cloudy
2018-09-29,-11.0,"Birmingham, AL","Dallas-Fort Worth, TX",Partially cloudy,"Rain, Partially cloudy"
2019-07-14,3.0,"Santa Ana, CA","Denver, CO",Partially cloudy,Partially cloudy
2018-06-05,12.0,"Philadelphia, PA","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-02-21,188.0,"Albuquerque, NM","Los Angeles, CA",Partially cloudy,Partially cloudy
2019-03-07,-3.0,"Fayetteville, AR","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2019-09-18,2.0,"Atlanta, GA","Ontario, CA",Partially cloudy,Clear
2018-01-18,-10.0,"Atlanta, GA","Charleston-Dunbar, WV",Clear,Clear
2019-08-21,0.0,"Spokane, WA","Salt Lake City, UT","Rain, Partially cloudy",Partially cloudy
2018-07-19,14.0,"Los Angeles, CA","Las Vegas, NV",Clear,"Rain, Partially cloudy"
2019-05-21,-21.0,"Miami, FL","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2019-05-25,-17.0,"Memphis, TN","Atlanta, GA",Partially cloudy,Clear
2019-03-30,-14.0,"Newark, NJ","Fort Myers, FL",Partially cloudy,Partially cloudy
2019-08-28,-11.0,"Raleigh-Durham, NC","Washington, DC",Partially cloudy,"Rain, Partially cloudy"
2019-04-10,-7.0,"Columbus, OH","Atlanta, GA",Partially cloudy,Clear
2018-04-28,2.0,"St. Louis, MO","Washington, DC",Clear,Partially cloudy
2019-04-28,22.0,"New York, NY","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-01-05,5.0,"Charlotte, NC","Lexington, KY",Clear,Rain
2019-04-06,-25.0,"Sarasota-Bradenton, FL","Newark, NJ",Partially cloudy,"Rain, Partially cloudy"
2019-08-22,-18.0,"Reno, NV","Long Beach, CA","Rain, Partially cloudy",Partially cloudy
2019-03-18,-13.0,"Atlanta, GA","Memphis, TN",Clear,Partially cloudy
2018-01-22,-9.0,"Amarillo, TX","Las Vegas, NV",Clear,Clear
2019-12-30,9.0,"Yakima, WA","Seattle, WA",Overcast,"Rain, Overcast"
2018-12-24,-21.0,"Buffalo, NY","Atlanta, GA","Rain, Overcast",Partially cloudy
2019-02-04,-12.0,"Los Angeles, CA","Atlanta, GA","Rain, Partially cloudy",Partially cloudy
2018-11-11,-9.0,"Ontario, CA","San Jose, CA",Partially cloudy,Partially cloudy
2019-01-21,-16.0,"Columbia, SC","New York, NY",Clear,"Snow, Partially cloudy"
2019-11-03,4.0,"Miami, FL","Dallas-Fort Worth, TX","Rain, Partially cloudy",Clear
2019-03-18,-11.0,"New York, NY","Charlotte, NC",Partially cloudy,Partially cloudy
2018-06-04,-12.0,"Phoenix, AZ","Raleigh-Durham, NC",Partially cloudy,Partially cloudy
2019-04-02,-13.0,"Philadelphia, PA","Detroit, MI",Partially cloudy,Partially cloudy
2018-03-02,-9.0,"Providence, RI","Orlando, FL","Rain, Overcast","Rain, Partially cloudy"
2018-12-02,16.0,"Fort Myers, FL","Phoenix, AZ",Clear,Partially cloudy
2019-10-07,-24.0,"St. Louis, MO","Denver, CO",Clear,Clear
2018-04-28,-13.0,"Orlando, FL","Las Vegas, NV",Clear,Clear
2018-09-22,36.0,"Dallas-Fort Worth, TX","Albuquerque, NM","Rain, Overcast",Clear
2019-03-23,-20.0,"Charlotte, NC","Indianapolis, IN",Clear,Clear
2018-08-01,-13.0,"Chicago, IL","Milwaukee, WI","Rain, Partially cloudy","Rain, Partially cloudy"
2019-07-18,-13.0,"Milwaukee, WI","Philadelphia, PA","Rain, Partially cloudy","Rain, Partially cloudy"
2018-09-19,12.0,"Oklahoma City, OK","Denver, CO",Clear,"Rain, Partially cloudy"
2018-05-25,-13.0,"Santa Ana, CA","Salt Lake City, UT",Partially cloudy,Clear
2019-10-08,-16.0,"Orlando, FL","Huntsville, AL","Rain, Partially cloudy",Partially cloudy
2019-10-06,-14.0,"Denver, CO","El Paso, TX",Partially cloudy,Clear
2018-01-30,-6.0,"Chicago, IL","Washington, DC",Partially cloudy,Partially cloudy
2019-02-25,-18.0,"Kansas City, MO","Houston, TX",Clear,"Rain, Partially cloudy"
2019-12-24,-19.0,"Denver, CO","Colorado Springs, CO",Partially cloudy,Partially cloudy
2018-06-25,8.0,"New York, NY","Washington, DC",Rain,"Rain, Partially cloudy"
2018-04-18,0.0,"Newark, NJ","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2019-11-21,-11.0,"San Diego, CA","Las Vegas, NV","Rain, Partially cloudy","Rain, Partially cloudy"
2019-02-26,-4.0,"Atlanta, GA","Brunswick, GA",Partially cloudy,Partially cloudy
2019-04-15,-13.0,"Houston, TX","Dallas-Fort Worth, TX",Clear,Clear
2019-08-26,-19.0,"Miami, FL","San Francisco, CA","Rain, Partially cloudy",Partially cloudy
2019-11-22,-9.0,"Atlanta, GA","Tulsa, OK","Rain, Partially cloudy","Rain, Partially cloudy"
2019-09-25,-8.0,"Dallas-Fort Worth, TX","Denver, CO",Clear,Clear
2019-04-11,-9.0,"New York, NY","Charleston, SC","Rain, Partially cloudy","Rain, Partially cloudy"
2019-09-09,-24.0,"Raleigh-Durham, NC","Newark, NJ",Partially cloudy,Partially cloudy
2018-06-18,-7.0,"Albany, GA","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2019-09-26,-12.0,"Philadelphia, PA","Cincinnati, OH","Rain, Partially cloudy",Partially cloudy
2019-12-06,-9.0,"Dallas-Fort Worth, TX","Phoenix, AZ",Clear,Partially cloudy
2019-02-15,3.0,"Fresno, CA","Salt Lake City, UT","Rain, Partially cloudy","Snow, Partially cloudy"
2018-09-21,-3.0,"Washington, DC","Cleveland, OH","Rain, Partially cloudy",Partially cloudy
2019-01-19,-1.0,"Austin, TX","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2018-08-05,-13.0,"Indianapolis, IN","Austin, TX",Partially cloudy,"Rain, Partially cloudy"
2019-03-28,-13.0,"Denver, CO","San Antonio, TX",Partially cloudy,Partially cloudy
2019-09-13,211.0,"Newark, NJ","San Francisco, CA",Partially cloudy,Partially cloudy
2018-05-09,1.0,"Boise, ID","Salt Lake City, UT","Rain, Partially cloudy",Partially cloudy
2018-08-15,-1.0,"Phoenix, AZ","San Diego, CA",Partially cloudy,Partially cloudy
2019-04-30,66.0,"Boston, MA","Chicago, IL","Rain, Partially cloudy","Rain, Overcast"
2019-11-10,56.0,"Cincinnati, OH","Tampa, FL",Partially cloudy,Clear
2018-09-26,-16.0,"Austin, TX","Denver, CO","Rain, Partially cloudy",Partially cloudy
2018-11-04,-28.0,"Anchorage, AK","Seattle, WA",Clear,"Rain, Overcast"
2018-08-25,-14.0,"Denver, CO","Bismarck-Mandan, ND",Partially cloudy,"Rain, Partially cloudy"
2019-02-18,-13.0,"Honolulu, HI","Los Angeles, CA",Partially cloudy,Clear
2018-07-16,179.0,"Newark, NJ","San Juan, PR",Partially cloudy,"Rain, Partially cloudy"
2019-12-31,-13.0,"Sacramento, CA","San Diego, CA",Clear,Partially cloudy
2019-11-01,-3.0,"New York, NY","Norfolk, VA",Rain,Rain
2018-05-22,-1.0,"Houston, TX","Washington, DC","Rain, Partially cloudy","Rain, Overcast"
2019-08-18,-5.0,"Norfolk, VA","Detroit, MI","Rain, Partially cloudy","Rain, Partially cloudy"
2019-12-19,-8.0,"Montgomery, AL","Charlotte, NC",Clear,Clear
2018-12-21,14.0,"Nashville, TN","Dallas, TX","Rain, Overcast",Partially cloudy
2018-03-02,19.0,"Charlotte, NC","Chicago, IL",Clear,Partially cloudy
2019-12-12,-7.0,"Atlanta, GA","Orlando, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-03-08,-13.0,"Atlanta, GA","New Orleans, LA","Rain, Partially cloudy",Partially cloudy
2019-01-22,17.0,"San Jose, CA","Portland, OR",Partially cloudy,"Rain, Partially cloudy"
2018-03-02,-3.0,"Charlotte, NC","New Orleans, LA",Clear,Partially cloudy
2019-08-13,-21.0,"Atlanta, GA","Boston, MA",Partially cloudy,Partially cloudy
2018-08-11,-11.0,"Dallas, TX","Albuquerque, NM","Rain, Overcast","Rain, Partially cloudy"
