origin,crs_dep_hour,departing_flights_per_hour
LIT,14,1323
LIT,15,2107
LIT,16,1582
LIT,17,2545
LIT,18,1591
LIT,19,1784
LIT,20,476
LIT,21,2553
LIT,22,1668
LIT,23,3182
LNK,2,1
LNK,9,6
LNK,10,1317
LNK,11,321
LNK,12,439
LNK,13,320
LNK,14,678
LNK,15,5
LNK,16,595
LNK,17,686
LNK,18,31
LNK,19,116
LNK,20,163
LNK,21,1372
LNK,22,916
LNK,23,18
LNY,6,107
LNY,8,26
LNY,9,660
LNY,10,26
LNY,11,612
LNY,12,1
LNY,13,557
LNY,14,119
LNY,15,540
LNY,16,134
LNY,17,69
LNY,19,658
LNY,20,16
LRD,0,10
LRD,1,4
LRD,10,700
LRD,11,687
LRD,12,319
LRD,13,65
LRD,14,98
LRD,15,935
LRD,16,167
LRD,17,127
LRD,18,263
LRD,19,209
LRD,20,87
LRD,21,34
LRD,22,1059
LRD,23,242
LSE,9,565
LSE,10,243
LSE,11,217
LSE,12,252
LSE,13,43
LSE,14,118
LSE,15,731
LSE,16,5
LSE,17,626
LSE,18,19
LSE,20,9
LSE,21,1373
LWB,9,394
LWB,11,9
LWB,13,1
LWB,14,182
LWB,16,130
LWB,17,300
LWB,18,175
LWB,19,1
LWS,10,218
LWS,11,569
LWS,12,108
LWS,16,480
LWS,18,2
LWS,20,195
LWS,21,156
LWS,22,402
LWS,23,189
LYH,8,570
LYH,9,26
LYH,10,586
LYH,11,14
LYH,12,62
LYH,13,264
LYH,14,223
LYH,15,238
LYH,17,517
LYH,18,163
LYH,19,377
LYH,20,7
LYH,21,218
LYH,22,99
LYH,23,637
MAF,0,56
MAF,1,21
MAF,7,62
MAF,8,376
MAF,9,1614
MAF,10,968
MAF,11,1542
MAF,12,855
MAF,13,1301
MAF,14,596
MAF,15,1125
MAF,16,1355
MAF,17,1221
MAF,18,1175
MAF,19,1183
MAF,20,134
MAF,21,1307
MAF,22,1436
MAF,23,2124
MBS,8,35
MBS,9,686
MBS,10,499
MBS,11,9
MBS,13,714
MBS,14,1
MBS,16,1259
MBS,17,109
MBS,18,2
MBS,19,35
MBS,20,440
MBS,21,929
MBS,22,379
MBS,23,749
MCI,0,2518
MCI,1,712
MCI,2,3
MCI,4,2
MCI,5,3
MCI,6,346
MCI,7,1665
MCI,8,4525
MCI,9,5515
MCI,10,7585
MCI,11,7388
MCI,12,4441
MCI,13,8033
MCI,14,7172
MCI,15,5895
MCI,16,7768
MCI,17,8484
MCI,18,6273
MCI,19,5903
MCI,20,4661
MCI,21,5575
MCI,22,8203
MCI,23,8594
MCO,0,6585
MCO,1,1511
MCO,2,44
MCO,3,70
MCO,4,1832
MCO,5,3527
MCO,6,4809
MCO,7,5478
MCO,8,13085
MCO,9,18148
MCO,10,16189
MCO,11,14859
MCO,12,12790
MCO,13,16154
MCO,14,15723
MCO,15,14451
MCO,16,18501
MCO,17,15814
MCO,18,16887
MCO,19,18035
MCO,20,17445
MCO,21,15736
MCO,22,13898
MCO,23,15179
MCO,24,58
MDT,0,31
MDT,1,1
MDT,3,2
MDT,8,135
MDT,9,1387
MDT,10,905
MDT,11,2224
MDT,12,399
MDT,13,2309
MDT,14,820
MDT,15,701
MDT,16,1865
MDT,17,2068
MDT,18,1000
MDT,19,1213
MDT,20,974
MDT,21,2256
MDT,22,1409
MDT,23,1519
MDW,0,3045
MDW,1,1211
MDW,5,192
MDW,6,4625
MDW,7,13304
MDW,8,8352
MDW,9,6050
MDW,10,7233
MDW,11,8806
MDW,12,12579
MDW,13,11824
MDW,14,7662
MDW,15,7159
MDW,16,9541
MDW,17,8892
MDW,18,12051
MDW,19,9587
MDW,20,12052
MDW,21,11158
MDW,22,5864
MDW,23,4920
MEI,6,297
MEI,7,1
MEI,9,296
MEI,11,104
MEI,12,14
MEI,14,26
MEI,15,274
MEI,16,1
MEI,17,163
MEI,18,367
MEI,19,7
MEI,20,351
MEI,21,3
MEI,22,100
MEI,23,11
MEM,0,406
MEM,1,16
MEM,3,2
MEM,4,1
MEM,5,8
MEM,7,103
MEM,8,1979
MEM,9,1890
MEM,10,4054
MEM,11,4499
MEM,12,2590
MEM,13,2608
MEM,14,3113
MEM,15,4308
MEM,16,2942
MEM,17,3311
MEM,18,3153
MEM,19,2213
MEM,20,3156
MEM,21,4755
MEM,22,2556
MEM,23,4261
MFE,0,77
MFE,1,9
MFE,7,13
MFE,8,483
MFE,9,390
MFE,10,706
MFE,11,537
MFE,12,862
MFE,13,751
MFE,14,176
MFE,15,599
MFE,16,1101
MFE,17,380
MFE,18,733
MFE,19,922
MFE,20,698
MFE,21,125
MFE,22,556
MFE,23,833
MFR,0,968
MFR,6,158
MFR,7,327
MFR,8,417
MFR,9,662
MFR,10,787
MFR,11,1579
MFR,12,1140
MFR,13,1332
MFR,14,1276
MFR,15,827
MFR,16,1346
MFR,17,1060
MFR,18,601
MFR,19,467
MFR,20,1103
MFR,21,977
MFR,22,1311
MFR,23,883
MGM,1,1
MGM,8,285
MGM,9,773
MGM,10,216
MGM,11,713
MGM,12,1009
MGM,13,734
MGM,14,218
MGM,15,587
MGM,16,680
MGM,17,572
MGM,18,443
MGM,19,66
MGM,20,229
MGM,21,676
MGM,22,1047
MGM,23,672
MHK,1,1
MHK,8,2
MHK,10,616
MHK,11,106
MHK,12,273
MHK,13,7
MHK,15,810
MHK,16,177
MHK,17,277
MHK,18,117
MHK,19,1
MHK,20,11
MHK,21,55
MHK,22,1156
MHK,23,74
MHT,0,1387
MHT,1,380
MHT,2,2
MHT,7,176
MHT,8,293
MHT,9,811
MHT,10,1053
MHT,11,1471
MHT,12,2103
MHT,13,733
MHT,14,1255
MHT,15,1116
MHT,16,2474
MHT,17,1453
MHT,18,963
MHT,19,632
MHT,20,322
MHT,21,901
MHT,22,1774
MHT,23,2830
MIA,0,2244
MIA,1,311
MIA,2,175
MIA,3,4
MIA,4,58
MIA,5,2947
MIA,6,1789
MIA,7,9343
MIA,8,5975
MIA,9,24775
MIA,10,8313
MIA,11,11054
MIA,12,6279
MIA,13,8755
MIA,14,12942
MIA,15,6944
MIA,16,14179
MIA,17,4041
MIA,18,11859
MIA,19,4781
MIA,20,21122
MIA,21,8348
MIA,22,5649
MIA,23,2782
MKE,0,793
MKE,1,459
MKE,6,179
MKE,7,859
MKE,8,3215
MKE,9,4286
MKE,10,3468
MKE,11,3725
MKE,12,2937
MKE,13,3893
MKE,14,3253
MKE,15,4303
MKE,16,5965
MKE,17,5022
MKE,18,4588
MKE,19,3814
MKE,20,4664
MKE,21,4039
MKE,22,4391
MKE,23,6450
MKG,9,149
MKG,10,117
MKG,12,337
MKG,13,68
MKG,14,25
MKG,17,251
MKG,18,1
MKG,20,24
MKG,21,93
MKG,22,1
MKG,23,301
MKK,6,62
MKK,7,654
MKK,8,6
MKK,10,1
MKK,11,36
MKK,15,647
MKK,16,1
MKK,17,539
MKK,18,172
MLB,0,28
MLB,9,67
MLB,10,677
MLB,11,343
MLB,12,16
MLB,13,883
MLB,14,234
MLB,15,37
MLB,16,996
MLB,17,132
MLB,18,77
MLB,19,12
MLB,20,322
MLB,21,227
MLB,22,665
MLB,23,297
MLI,1,1
MLI,7,26
MLI,8,150
MLI,9,625
MLI,10,1392
MLI,11,230
MLI,12,930
MLI,13,578
MLI,14,424
MLI,15,562
MLI,16,1825
MLI,17,877
MLI,18,416
MLI,19,91
MLI,20,1030
MLI,21,1325
MLI,22,2165
MLI,23,175
MLU,0,2
MLU,1,3
MLU,8,34
MLU,9,384
MLU,10,295
MLU,11,545
MLU,12,63
MLU,13,460
MLU,14,244
MLU,15,966
MLU,16,138
MLU,17,643
MLU,18,71
MLU,19,22
MLU,20,453
MLU,21,692
MLU,22,875
MLU,23,27
MMH,9,33
MMH,10,76
MMH,11,82
MMH,12,20
MMH,13,26
MMH,14,48
MMH,15,286
MMH,16,129
MMH,17,67
MMH,19,208
MOB,0,1
MOB,1,1
MOB,8,915
MOB,9,321
MOB,10,689
MOB,11,1108
MOB,12,492
MOB,13,1856
MOB,14,543
MOB,15,396
MOB,16,468
MOB,17,1175
MOB,18,1123
MOB,19,750
MOB,20,45
MOB,21,1132
MOB,22,962
MOB,23,1027
MOT,0,308
MOT,8,30
MOT,9,5
MOT,10,490
MOT,11,286
MOT,12,385
MOT,13,846
MOT,14,136
MOT,15,91
MOT,16,720
MOT,17,86
MOT,18,138
MOT,19,531
MOT,20,93
MOT,21,283
MOT,22,207
MOT,23,806
MQT,7,1
MQT,9,202
MQT,10,39
MQT,11,9
MQT,13,199
MQT,14,273
MQT,15,100
MQT,16,1
MQT,17,446
MQT,18,8
MQT,19,22
MQT,20,648
MQT,21,5
MQT,22,428
MQT,23,262
MRY,0,5
MRY,2,1
MRY,3,2
MRY,7,7
MRY,8,556
MRY,9,339
MRY,10,324
MRY,11,1028
MRY,12,671
MRY,13,774
MRY,14,230
MRY,15,931
MRY,16,483
MRY,17,148
MRY,18,396
MRY,19,271
MRY,20,475
MRY,21,638
MRY,22,410
MRY,23,995
MSN,0,6
MSN,1,2
MSN,2,4
MSN,3,2
MSN,6,32
MSN,7,380
MSN,8,1312
MSN,9,1129
MSN,10,1422
MSN,11,2219
MSN,12,2476
MSN,13,712
MSN,14,2863
MSN,15,2025
MSN,16,3719
MSN,17,1893
MSN,18,1956
MSN,19,854
MSN,20,797
MSN,21,993
MSN,22,3013
MSN,23,2703
MSO,0,147
MSO,8,40
MSO,9,375
MSO,10,794
MSO,11,768
MSO,12,1284
MSO,13,1297
MSO,14,409
MSO,15,570
MSO,16,1149
MSO,17,867
MSO,18,267
MSO,19,470
MSO,20,350
MSO,21,1092
MSO,22,298
MSO,23,1315
MSP,0,2911
MSP,1,356
MSP,2,8
MSP,4,88
MSP,5,2814
MSP,6,7357
MSP,7,16486
MSP,8,26224
MSP,9,16979
MSP,10,23405
MSP,11,10654
MSP,12,21042
MSP,13,23699
MSP,14,23073
MSP,15,8276
MSP,16,27933
MSP,17,15577
MSP,18,32768
MSP,19,22157
MSP,20,6844
MSP,21,17523
MSP,22,4959
MSP,23,9576
MSY,0,1757
MSY,1,592
MSY,2,1
MSY,3,1
MSY,4,44
MSY,5,334
MSY,6,439
MSY,7,2602
MSY,8,5912
MSY,9,5435
MSY,10,7773
MSY,11,6575
MSY,12,5465
MSY,13,5287
MSY,14,6493
MSY,15,8556
MSY,16,7588
MSY,17,9124
MSY,18,8644
MSY,19,6207
MSY,20,6028
MSY,21,4929
MSY,22,5477
MSY,23,7252
MTJ,8,90
MTJ,9,219
MTJ,10,513
MTJ,11,754
MTJ,12,1129
MTJ,13,221
MTJ,14,507
MTJ,15,364
MTJ,16,625
MTJ,17,242
MTJ,18,17
MTJ,19,48
MTJ,20,224
MTJ,21,487
MTJ,23,56
MVY,9,76
MVY,10,108
MVY,11,226
MVY,12,123
MVY,13,91
MVY,14,135
MVY,15,211
MVY,16,40
MVY,19,21
MYR,0,11
MYR,7,758
MYR,8,1328
MYR,9,700
MYR,10,2583
MYR,11,1347
MYR,12,2347
MYR,13,2176
MYR,14,1638
MYR,15,1919
MYR,16,1360
MYR,17,1790
MYR,18,390
MYR,19,756
MYR,20,1134
MYR,21,1361
MYR,22,1317
MYR,23,493
OAJ,0,2
OAJ,1,11
OAJ,8,320
OAJ,9,60
OAJ,10,1071
OAJ,11,12
OAJ,12,26
OAJ,13,1192
OAJ,14,31
OAJ,15,26
OAJ,16,281
OAJ,17,837
OAJ,18,432
OAJ,19,262
OAJ,20,102
OAJ,21,567
OAJ,22,681
OAJ,23,606
OAK,0,2349
OAK,1,73
OAK,6,807
OAK,7,5267
OAK,8,5556
OAK,9,7139
OAK,10,6122
OAK,11,6389
OAK,12,5536
OAK,13,4890
OAK,14,5009
OAK,15,4785
OAK,16,5431
OAK,17,5846
OAK,18,7498
OAK,19,6598
OAK,20,7374
OAK,21,7030
OAK,22,6033
OAK,23,6206
OGD,7,10
OGD,8,70
OGD,9,44
OGD,11,6
OGD,12,4
OGD,13,4
OGD,14,35
OGD,15,49
OGD,16,1
OGD,17,6
OGG,5,730
OGG,6,1083
OGG,7,1138
OGG,8,1370
OGG,9,3519
OGG,10,4200
OGG,11,6145
OGG,12,5267
OGG,13,4985
OGG,14,4537
OGG,15,3855
OGG,16,2434
OGG,17,3121
OGG,18,2250
OGG,19,2405
OGG,20,2493
OGG,21,1939
OGG,22,1167
OGG,23,22
OGS,8,2
OGS,9,75
OGS,10,64
OGS,11,11
OGS,12,3
OGS,14,132
OGS,15,4
OGS,16,30
OGS,17,28
OGS,18,100
OGS,19,32
OGS,20,79
OGS,23,59
OKC,0,388
OKC,1,43
OKC,2,3
OKC,4,1
OKC,7,523
OKC,8,492
OKC,9,2082
OKC,10,2475
OKC,11,3223
OKC,12,2883
OKC,13,3882
OKC,14,1302
OKC,15,3401
OKC,16,3803
OKC,17,3762
OKC,18,2453
OKC,19,3374
OKC,20,2708
OKC,21,3565
OKC,22,4408
OKC,23,4969
OMA,0,1102
OMA,1,227
OMA,2,3
OMA,7,35
OMA,8,2234
OMA,9,1515
OMA,10,4215
OMA,11,3421
OMA,12,3340
OMA,13,3405
OMA,14,3608
OMA,15,2793
OMA,16,3948
OMA,17,4818
OMA,18,2509
OMA,19,1959
OMA,20,2253
OMA,21,2329
OMA,22,4372
OMA,23,5633
OME,7,89
OME,8,8
OME,11,498
OME,12,95
OME,17,49
OME,18,112
OME,19,515
OME,20,1
OME,22,1
ONT,0,455
ONT,1,39
ONT,5,1
ONT,6,249
ONT,7,1047
ONT,8,2287
ONT,9,3874
ONT,10,2840
ONT,11,2650
ONT,12,1953
ONT,13,2103
ONT,14,1353
ONT,15,2769
ONT,16,2337
ONT,17,2310
ONT,18,3073
ONT,19,2732
ONT,20,2523
ONT,21,2887
ONT,22,3167
ONT,23,3605
ORD,0,5370
ORD,1,786
ORD,2,14
ORD,3,8
ORD,4,3175
ORD,5,9125
ORD,6,37993
ORD,7,46008
ORD,8,51765
ORD,9,44310
ORD,10,40282
ORD,11,49444
ORD,12,50723
ORD,13,42284
ORD,14,64815
ORD,15,26090
ORD,16,48908
ORD,17,50420
ORD,18,55180
ORD,19,47662
ORD,20,44964
ORD,21,24760
ORD,22,10051
ORD,23,11442
ORF,0,1098
ORF,1,142
ORF,3,3
ORF,7,186
ORF,8,1593
ORF,9,4046
ORF,10,2708
ORF,11,3387
ORF,12,3037
ORF,13,2845
ORF,14,3097
ORF,15,1810
ORF,16,3854
ORF,17,4510
ORF,18,2520
ORF,19,3033
ORF,20,1695
ORF,21,3564
ORF,22,3352
ORF,23,4662
ORH,0,79
ORH,9,1
ORH,12,1
ORH,14,36
ORH,15,743
ORH,16,569
ORH,17,575
ORH,18,1
ORH,19,1
ORH,21,11
ORH,22,226
ORH,23,501
OTH,11,23
OTH,12,11
OTH,13,641
OTH,14,34
OTZ,7,603
OTZ,11,90
OTZ,12,8
OTZ,17,362
OTZ,18,243
OTZ,19,83
OTZ,20,1
OWB,7,12
OWB,8,34
OWB,9,2
OWB,10,1
OWB,11,1
OWB,12,15
OWB,13,38
OWB,14,16
OWB,15,5
OWB,17,3
OWB,18,22
OWB,19,52
OWB,20,7
PAE,8,291
PAE,9,57
PAE,10,586
PAE,11,570
PAE,12,237
PAE,13,546
PAE,14,194
PAE,15,562
PAE,16,240
PAE,17,356
PAE,18,547
PAE,19,651
PAE,20,465
PAE,21,318
PAE,22,480
PAE,23,689
PAH,6,316
PAH,9,3
PAH,10,266
PAH,12,1
PAH,13,26
PAH,14,246
PAH,15,1
PAH,16,97
PAH,17,272
PAH,21,1
PAH,22,682
PAH,23,1
PBG,1,221
PBG,2,175
PBG,8,5
PBG,9,182
PBG,10,415
PBG,11,60
PBG,12,14
PBG,13,64
PBG,14,368
PBG,15,27
PBG,16,91
PBG,17,102
PBG,18,49
PBG,19,226
PBG,20,268
PBG,22,1
PBG,23,10
PBI,0,2096
PBI,1,165
PBI,2,11
PBI,3,1
PBI,7,13
PBI,8,676
PBI,9,2245
PBI,10,4254
PBI,11,5417
PBI,12,2728
PBI,13,2583
PBI,14,4364
PBI,15,3009
PBI,16,3406
PBI,17,2733
PBI,18,4023
PBI,19,2354
PBI,20,1418
PBI,21,2361
PBI,22,3453
PBI,23,3223
PDX,0,4299
PDX,1,190
PDX,2,373
PDX,3,7
PDX,4,165
PDX,5,2408
PDX,6,2546
PDX,7,4696
PDX,8,7913
PDX,9,7622
PDX,10,12470
PDX,11,10232
PDX,12,11465
PDX,13,8921
PDX,14,8910
PDX,15,7999
PDX,16,9986
PDX,17,8797
PDX,18,9303
PDX,19,10858
PDX,20,13205
PDX,21,11763
PDX,22,10000
PDX,23,8293
PGD,0,10
PGD,1,2
PGD,3,2
PGD,7,11
PGD,8,207
PGD,9,347
PGD,10,415
PGD,11,589
PGD,12,946
PGD,13,1758
PGD,14,645
PGD,15,323
PGD,16,417
PGD,17,481
PGD,18,527
PGD,19,873
PGD,20,1117
PGD,21,920
PGD,22,527
PGD,23,382
PGV,1,10
PGV,8,101
PGV,10,358
PGV,11,5
PGV,12,130
PGV,13,138
PGV,14,331
PGV,15,105
PGV,17,660
PGV,18,1
PGV,19,183
PGV,20,24
PGV,21,153
PGV,22,186
PGV,23,447
PHF,0,103
PHF,1,10
PHF,8,644
PHF,9,117
PHF,10,749
PHF,11,803
PHF,12,312
PHF,13,148
PHF,14,171
PHF,15,638
PHF,16,826
PHF,17,578
PHF,18,32
PHF,19,643
PHF,20,5
PHF,21,389
PHF,22,892
PHF,23,688
PHL,0,6145
PHL,1,860
PHL,2,9
PHL,3,37
PHL,4,372
PHL,5,2392
PHL,6,7847
PHL,7,28534
PHL,8,6237
PHL,9,28185
PHL,10,9075
PHL,11,18982
PHL,12,18771
PHL,13,9948
PHL,14,28409
PHL,15,12648
PHL,16,25275
PHL,17,23416
PHL,18,12033
PHL,19,27786
PHL,20,14408
PHL,21,4884
PHL,22,8329
PHL,23,6723
PHX,0,2827
PHX,1,543
PHX,2,10
PHX,5,283
PHX,6,8505
PHX,7,20130
PHX,8,18176
PHX,9,27969
PHX,10,19306
PHX,11,22164
PHX,12,23174
PHX,13,17478
PHX,14,20701
PHX,15,19380
PHX,16,17535
PHX,17,19691
PHX,18,20571
PHX,19,29367
PHX,20,23174
PHX,21,17381
PHX,22,12264
PHX,23,10102
PIA,0,1
PIA,1,3
PIA,5,1
PIA,7,38
PIA,8,304
PIA,9,633
PIA,10,991
PIA,11,446
PIA,12,885
PIA,13,786
PIA,14,836
PIA,15,690
PIA,16,480
PIA,17,818
PIA,18,469
PIA,19,193
PIA,20,1020
PIA,21,1148
PIA,22,2151
PIA,23,8
PIB,10,1
PIB,11,98
PIB,13,216
PIB,14,98
PIB,15,1
PIB,16,172
PIB,17,1
PIB,18,49
PIB,19,171
PIB,20,118
PIB,21,352
PIB,22,115
PIE,0,6
PIE,1,2
PIE,2,2
PIE,7,22
PIE,8,311
PIE,9,398
PIE,10,580
PIE,11,1064
PIE,12,1511
PIE,13,1822
PIE,14,967
PIE,15,533
PIE,16,777
PIE,17,1011
PIE,18,784
PIE,19,998
PIE,20,1246
PIE,21,904
PIE,22,1202
PIE,23,952
PIH,11,393
PIH,12,333
PIH,14,294
PIH,15,10
PIH,16,1
PIH,17,223
PIH,18,490
PIH,21,35
PIH,22,192
PIH,23,375
PIR,7,125
PIR,9,21
PIR,11,50
PIR,13,172
PIR,18,1
PIR,19,26
PIR,22,220
PIR,23,12
PIT,0,2961
PIT,1,438
PIT,2,2
PIT,3,4
PIT,4,9
PIT,5,85
PIT,6,989
PIT,7,1492
PIT,8,2253
PIT,9,5231
PIT,10,5464
PIT,11,5843
PIT,12,5589
PIT,13,5072
PIT,14,7129
PIT,15,4392
PIT,16,7498
PIT,17,6626
PIT,18,8402
PIT,19,5097
PIT,20,3505
PIT,21,4504
PIT,22,7418
PIT,23,8980
PLN,5,201
PLN,6,288
PLN,9,121
PLN,13,603
PLN,14,20
PLN,15,77
PLN,16,10
PLN,17,12
PLN,21,657
PLN,22,33
PNS,0,11
PNS,1,2
PNS,7,15
PNS,8,1207
PNS,9,1445
PNS,10,1734
PNS,11,1012
PNS,12,2153
PNS,13,1775
PNS,14,1207
PNS,15,1796
PNS,16,1176
PNS,17,880
PNS,18,2808
PNS,19,595
PNS,20,1822
PNS,21,1310
PNS,22,2052
PNS,23,916
PPG,6,26
PPG,21,215
PQI,10,5
PQI,11,362
PQI,20,3
PQI,21,17
PQI,22,62
PQI,23,386
PRC,11,3
PRC,13,67
PRC,14,187
PRC,15,45
PRC,16,7
PRC,17,57
PRC,19,117
PRC,20,121
PRC,21,240
PRC,22,91
PRC,23,20
PSC,0,697
PSC,1,1
PSC,2,2
PSC,7,87
PSC,8,609
PSC,9,53
PSC,10,556
PSC,11,1121
PSC,12,1307
PSC,13,718
PSC,14,685
PSC,15,746
PSC,16,1441
PSC,17,466
PSC,18,1105
PSC,19,117
PSC,20,871
PSC,21,1303
PSC,22,465
PSC,23,868
PSE,0,490
PSE,1,475
PSE,2,328
PSE,3,211
PSE,4,40
PSE,9,42
PSE,23,7
PSG,10,371
PSG,11,337
PSG,12,1
PSG,14,709
PSM,8,31
PSM,9,143
PSM,10,94
PSM,11,57
PSM,12,36
PSM,13,1
PSM,14,9
PSM,15,13
PSM,16,68
PSM,17,129
PSM,18,65
PSM,19,71
PSM,20,2
PSP,0,57
PSP,1,5
PSP,7,4
PSP,8,852
PSP,9,786
PSP,10,2199
PSP,11,1992
PSP,12,2589
PSP,13,1062
PSP,14,1353
PSP,15,682
PSP,16,1309
PSP,17,1410
PSP,18,1337
PSP,19,1315
PSP,20,1947
PSP,21,2203
PSP,22,1419
PSP,23,223
PUB,5,569
PUB,7,1
PUB,12,33
PUB,13,260
PUB,14,27
PUB,15,47
PUB,16,143
PUB,18,2
PUB,20,143
PUB,21,567
PUW,0,651
PUW,10,478
PUW,11,178
PUW,12,45
PUW,14,565
PUW,16,4
PUW,18,580
PVD,0,1741
PVD,1,695
PVD,2,5
PVD,5,125
PVD,6,53
PVD,7,99
PVD,8,1354
PVD,9,2267
PVD,10,1564
PVD,11,2240
PVD,12,3138
PVD,13,2670
PVD,14,2378
PVD,15,1904
PVD,16,3587
PVD,17,3147
PVD,18,2117
PVD,19,1302
PVD,20,1202
PVD,21,1942
PVD,22,3156
PVD,23,3041
PVU,7,10
PVU,8,118
PVU,9,237
PVU,10,96
PVU,11,46
PVU,12,51
PVU,13,166
PVU,14,223
PVU,15,215
PVU,16,40
PVU,17,13
PVU,18,26
PVU,19,6
PVU,20,14
PWM,0,792
PWM,1,3
PWM,2,1
PWM,7,393
PWM,8,214
PWM,9,1124
PWM,10,1987
PWM,11,2067
PWM,12,3063
PWM,13,1596
PWM,14,1779
PWM,15,1312
PWM,16,2595
PWM,17,2143
PWM,18,1830
PWM,19,978
PWM,20,545
PWM,21,1296
PWM,22,1926
PWM,23,3334
RAP,1,3
RAP,8,26
RAP,9,680
RAP,10,844
RAP,11,1806
RAP,12,1308
RAP,13,594
RAP,14,606
RAP,15,630
RAP,16,855
RAP,17,607
RAP,18,410
RAP,19,446
RAP,20,788
RAP,21,1053
RAP,22,364
RAP,23,586
RDD,8,102
RDD,9,422
RDD,10,159
RDD,11,72
RDD,13,17
RDD,14,3
RDD,16,61
RDD,17,618
RDD,18,1
RDD,19,16
RDD,20,74
RDD,21,372
RDD,22,354
RDD,23,202
RDM,0,1228
RDM,8,410
RDM,9,381
RDM,10,1103
RDM,11,1401
RDM,12,1597
RDM,13,561
RDM,14,1577
RDM,15,403
RDM,16,645
RDM,17,741
RDM,18,1195
RDM,19,541
RDM,20,1126
RDM,21,947
RDM,22,2081
RDM,23,713
RDU,0,3507
RDU,1,390
RDU,3,7
RDU,4,539
RDU,5,783
RDU,6,1020
RDU,7,2967
RDU,8,6200
RDU,9,6670
RDU,10,7536
RDU,11,8739
RDU,12,6158
RDU,13,7479
RDU,14,7645
RDU,15,7423
RDU,16,9510
RDU,17,10059
RDU,18,9419
RDU,19,9436
RDU,20,5590
RDU,21,7095
RDU,22,7171
RDU,23,8917
RFD,7,30
RFD,8,199
RFD,9,145
RFD,10,24
RFD,11,95
RFD,12,176
RFD,13,64
RFD,14,38
RFD,15,138
RFD,16,130
RFD,17,88
RFD,18,61
RFD,19,122
RFD,20,97
RFD,21,4
RHI,11,78
RHI,12,2
RHI,14,8
RHI,15,688
RHI,16,13
RHI,20,29
RHI,21,29
RHI,22,216
RHI,23,434
RIC,0,2485
RIC,1,13
RIC,3,3
RIC,7,402
RIC,8,1353
RIC,9,2695
RIC,10,3692
RIC,11,3562
RIC,12,3131
RIC,13,3588
RIC,14,2464
RIC,15,3664
RIC,16,4340
RIC,17,5233
RIC,18,2729
RIC,19,3133
RIC,20,1217
RIC,21,5291
RIC,22,3451
RIC,23,3834
RKS,8,2
RKS,9,1
RKS,11,2
RKS,12,12
RKS,14,24
RKS,16,613
RKS,17,19
RKS,18,2
RKS,19,130
RKS,20,264
RKS,21,307
RKS,22,1
RKS,23,3
RNO,0,859
RNO,1,24
RNO,6,63
RNO,7,673
RNO,8,1842
RNO,9,3711
RNO,10,3423
RNO,11,3163
RNO,12,3073
RNO,13,1503
RNO,14,2033
RNO,15,2452
RNO,16,2077
RNO,17,2935
RNO,18,2701
RNO,19,2562
RNO,20,2569
RNO,21,2679
RNO,22,2839
RNO,23,3800
ROA,0,1
ROA,1,6
ROA,2,1
ROA,3,2
ROA,7,75
ROA,8,739
ROA,9,530
ROA,10,1247
ROA,11,193
ROA,12,821
ROA,13,1605
ROA,14,954
ROA,15,607
ROA,16,805
ROA,17,1303
ROA,18,516
ROA,19,1148
ROA,20,1204
ROA,21,1072
ROA,22,492
ROA,23,945
ROC,0,1338
ROC,1,9
ROC,2,4
ROC,3,2
ROC,7,1
ROC,8,597
ROC,9,3459
ROC,10,2070
ROC,11,3746
ROC,12,1686
ROC,13,2112
ROC,14,3014
ROC,15,935
ROC,16,3189
ROC,17,3551
ROC,18,1961
ROC,19,575
ROC,20,1104
ROC,21,1267
ROC,22,1168
ROC,23,4744
ROC,24,24
ROP,12,65
ROP,14,86
ROW,0,47
ROW,9,514
ROW,10,160
ROW,11,305
ROW,14,411
ROW,15,65
ROW,16,374
ROW,17,154
ROW,18,1
ROW,19,19
ROW,20,1
ROW,21,15
ROW,22,240
ROW,23,393
RST,1,3
RST,9,782
RST,10,66
RST,11,490
RST,12,624
RST,13,78
RST,14,1321
RST,15,1204
RST,16,96
RST,17,731
RST,18,238
RST,19,163
RST,20,413
RST,21,995
RST,22,575
RST,23,331
RSW,0,1628
RSW,1,421
RSW,2,9
RSW,3,2
RSW,5,136
RSW,6,162
RSW,7,98
RSW,8,1394
RSW,9,4421
RSW,10,5025
RSW,11,5946
RSW,12,4074
RSW,13,4847
RSW,14,3555
RSW,15,4508
RSW,16,4231
RSW,17,4089
RSW,18,5003
RSW,19,3292
RSW,20,2759
RSW,21,3054
RSW,22,2612
RSW,23,4655
RSW,24,3
SAF,1,2
SAF,8,12
SAF,9,264
SAF,10,795
SAF,11,49
SAF,12,480
SAF,13,33
SAF,14,360
SAF,15,364
SAF,16,460
SAF,17,933
SAF,18,20
SAF,19,226
SAF,20,16
SAF,21,684
SAF,22,95
SAF,23,327
SAN,0,84
SAN,1,1
SAN,6,860
SAN,7,6636
SAN,8,10881
SAN,9,12860
SAN,10,14888
SAN,11,11298
SAN,12,11745
SAN,13,10808
SAN,14,10792
SAN,15,9578
SAN,16,10155
SAN,17,9765
SAN,18,9836
SAN,19,14001
SAN,20,12291
SAN,21,12030
SAN,22,14337
SAN,23,9505
SAT,0,2071
SAT,1,392
SAT,2,19
SAT,3,7
SAT,4,29
SAT,5,140
SAT,7,600
SAT,8,2590
SAT,9,3047
